 ID taxon,species,nom allemand,nom francais,nom italien,priorite,menace,responsabilite,necessite de prendre des mesures,Necessite de surveiller les populations,connaissances suffisantes?,techniques connues?,Jura,Plateau
35980,Anthriscus sylvestris subsp. stenophyllus (Rouy & E. G. Camus) Briq.,Schmalzipfliger Wiesen-Kerbel,Cerfeuil des pres a feuilles etroites,Cerfoglio selvatico a foglie sottili,1,EN,3,2,2,2,1,A,0
36395,Anthyllis montana L.,Berg-Wundklee,Anthyllide des montagnes,Vulneraria montana,4,VU,1,1,0,1,0,A,0
37200,Anthyllis vulneraria subsp. polyphylla (DC.) Nyman,Steppen-Wundklee,Anthyllide a feuilles nombreuses,Vulneraria delle steppe,4,VU,1,1,1,1,0,C,A
37300,Anthyllis vulneraria subsp. valesiaca (Beck) Guyot,Cherlers Wundklee,Anthyllide du Valais,Vulneraria del Vallese,4,LC,3,0,0,1,0,0,0
37800,Apera interrupta (L.) P. Beauv.,Unterbrochener Windhalm,Apera interrompue,Cappellini sottili,3,EN,1,1,0,1,0,A,A
38500,Apium nodiflorum (L.) Lag.,Knotenbluetiger Eppich,Ache nodiflore,Sedano d'acqua,2,CR,1,2,2,2,1,0,A
38600,Apium repens (Jacq.) Lag.,Kriechender Eppich,Ache rampante,Sedano strisciante,2,CR,1,2,2,1,0,0,A
38800,Aquilegia alpina L.,Alpen-Akelei,Ancolie des Alpes,Aquilegia maggiore,4,NT,2,0,1,1,0,0,0
39000,Aquilegia einseleana F. W. Schultz,Einseles Akelei,Ancolie de Einsele,Aquilegia di Einsele,2,VU,3,1,1,1,0,0,0
40300,Arabis collina Ten.,Mauer-Gaensekresse,Arabette des collines,Arabetta collinare,4,VU,1,1,0,1,0,A,B
41000,Arabis nemorensis (Hoffm.) W. D. J. Koch,Flachschotige Gaensekresse,Arabette a silique plane,Arabetta dei boschi,2,CR,1,2,2,2,1,A,D
41600,Arabis sagittata (Bertol.) DC.,Pfeilblaettrige Gaensekresse,Arabette sagittee,Arabetta saettata,4,VU,1,1,1,1,0,0,A
41700,Arabis scabra All.,Rauhe Gaensekresse,Arabette scabre,Arabetta scabra,3,EN,1,2,1,1,0,0,A
41800,Arabis serpillifolia Vill.,Quendelblaettrige Gaensekresse,Arabette a feuilles de serpolet,Arabetta strisciante,4,NT,2,0,0,1,0,A,0
43560,Arenaria ciliata subsp. bernensis Favarger,Berner Sandkraut,Sabline bernoise,Arenaria bernese,2,NT,4,0,2,1,0,0,0
43800,Arenaria gothica Fr.,Gothisches Sandkraut,Sabline de Suede,Arenaria gotica,1,CR,3,2,2,2,1,A,0
43900,Arenaria grandiflora L.,Grossbluetiges Sandkraut,Sabline a grandes fleurs,Arenaria grandiflora,4,VU,1,1,2,1,0,A,0
44100,Arenaria marschlinsii W. D. J. Koch,Salis-Marschlins' Sandkraut,Sabline de Salis-Marschlins,Arenaria di Salis-Marschlins,4,NT,2,0,0,1,0,0,0
44600,Aristolochia clematitis L.,Gewoehnliche Osterluzei,Aristoloche clematite,Aristolochia clematite,3,EN,1,1,0,1,0,A,A
44800,Aristolochia rotunda L.,Rundblaettrige Osterluzei,Aristoloche arrondie,Aristolochia rotonda,3,EN,1,2,2,2,1,0,0
45100,Armeria alpina var. purpurea (W. D. J. Koch) E. Baumann,Purpur-Grasnelke,Armeria purpurin,Spillone palustre,1,RE,3,2,2,2,1,0,C
45200,Armeria arenaria (Pers.) Schult.,Wegerichartige Grasnelke,Armeria des sables,Spillone lanceolato,3,EN,1,2,2,2,1,0,0
45800,Arnoseris minima (L.) Schweigg. & Koerte,Laemmerlattich,Arnoseris minime,Radicchio dei montoni,2,RE,1,99,0,0,0,0,D
46500,Artemisia borealis Pall.,Nordischer Beifuss,Armoise septentrionale,Assenzio nano,3,VU,2,1,0,1,0,0,0
47200,Artemisia glacialis L.,Gletscher-Edelraute,Armoise des glaciers,Assenzio genepí nero,3,NT,3,0,0,1,0,0,0
47500,Artemisia nivalis Braun-Blanq.,Schnee-Edelraute,Armoise des neiges,Assenzio nivale,1,EN,4,2,1,1,0,0,0
47800,Artemisia vallesiaca All.,Walliser Wermut,Armoise du Valais,Assenzio del Vallese,3,NT,3,0,0,1,0,0,0
49000,Asparagus tenuifolius Lam.,Zartblaettriger Spargel,Asperge a feuilles etroites,Asparago selvatico,4,VU,1,1,1,1,0,0,0
49300,Asperula arvensis L.,Acker-Waldmeister,Asperule des champs,Stellina dei campi,2,CR,1,2,0,2,1,A,A
49700,Asperula tinctoria L.,Faerber-Waldmeister,Asperule des teinturiers,Stellina tintoria,3,EN,1,2,1,2,1,A,A
49800,Asphodelus albus Mill.,Affodill,Asphodele blanc,Asfodelo montano,4,VU,1,2,2,2,1,0,0
50100,Asplenium billotii F. W. Schultz,Billots Streifenfarn,Asplenium de Billot,Asplenio lanceolato,1,CR,2,2,1,2,1,0,0
50300,Asplenium cuneifolium Viv.,Keilblaettriger Streifenfarn,Asplenium a feuilles en coin,Asplenio del serpentino,4,VU,1,1,0,1,0,0,0
50600,Asplenium foreziense Magnier,Foreser-Streifenfarn,Asplenium du Forez,Asplenio foresiaco,2,EN,2,2,1,2,1,0,0
50800,Asplenium onopteris L.,Spitzer Streifenfarn,Asplenium onopteris,Asplenio maggiore,4,VU,1,1,1,1,0,0,D
53800,Astragalus exscapus L.,Stengelloser Tragant,Astragale sans tige,Astragalo nano,4,NT,2,1,0,1,0,0,0
54200,Astragalus leontinus Wulfen,Tiroler Tragant,Astragale de Lienz,Astragalo di Lienz,4,LC,3,0,0,1,0,0,0
57800,Baldellia ranunculoides (L.) Parl.,Igelschlauch,Baldellie commune,Mestolaccia ranuncoloide,1,CR,2,2,2,2,1,B,A
58000,Ballota nigra L. subsp. nigra,Schwarzer Gottvergess,Ballote noire,Marrubio selvatico,4,VU,1,1,0,1,0,A,A
58400,Barbarea stricta Andrz.,Steife Winterkresse,Barbaree raide,Erba di Santa Barbara stretta,4,VU,1,1,1,1,0,0,A
60200,Betula humilis Schrank,Niedrige Birke,Bouleau peu eleve,Betulla umile,1,CR,2,2,2,2,1,0,A
60300,Betula nana L.,Zwerg-Birke,Bouleau nain,Betulla nana,3,VU,2,1,1,1,0,A,B
60800,Bidens cernua L.,Nickender Zweizahn,Bident penche,Forbicina intera,4,VU,1,1,1,1,0,A,A
61200,Bidens radiata Thuill.,Strahlender Zweizahn,Bident rayonnant,Forbicina raggiante,2,CR,1,2,1,2,1,A,A
61800,Biscutella cichoriifolia Loisel.,Wegwartenblaettriges Brillenschoetchen,Lunetiere a feuilles de chicoree,Biscutella maggiore,2,EN,2,2,1,2,1,0,0
62300,Blackstonia acuminata (W. D. J. Koch & Ziz) Domin,Spaetbluehender Bitterling,Blackstonie acuminee,Centauro acuminato,2,EN,2,2,2,2,1,D,A
62400,Blackstonia perfoliata (L.) Huds.,Gewoehnlicher Bitterling,Blackstonie perfoliee,Centauro giallo,4,VU,1,1,1,1,0,A,A
62900,Bolboschoenus maritimus aggr.,Strandried,Bolboschoenus maritime,Lisca marittima,2,CR,1,2,1,2,1,D,A
63200,Botrychium lanceolatum (S. G. Gmel.) Ångstr.,Lanzettliche Mondraute,Botryche lanceole,Botrichio lanceolato,1,CR,2,2,2,2,1,0,C
63400,Botrychium matricariifolium (Doell) W. D. J. Koch,aestige Mondraute,Botryche a feuilles de matricaire,Botrichio ramoso,1,CR,2,2,2,1,0,0,C
63500,Botrychium multifidum (S. G. Gmel.) Rupr.,Vielspaltige Mondraute,Botryche multifide,Botrichio multifido,1,CR,2,2,2,1,0,0,0
63600,Botrychium simplex E. Hitchc.,Einfache Mondraute,Botryche simple,Botrichio minore,1,CR,2,2,2,1,0,0,0
63700,Botrychium virginianum (L.) Sw.,Virginische Mondraute,Botryche de Virginie,Botrichio virginiano,1,CR,2,2,2,2,1,0,0
65300,Bromus arvensis L.,Acker-Trespe,Brome des champs,Forasacco dei campi,4,VU,1,1,0,1,0,A,A
65530,Bromus commutatus Schrad. subsp. commutatus,Verwechselte Trespe,Brome confondu,Forasacco allungato,4,VU,1,1,0,1,0,A,A
65800,Bromus erectus subsp. condensatus (Hack.) Asch. & Graebn.,Zusammengezogene Trespe,Brome condense,Forasacco denso,4,NT,2,1,0,1,0,0,0
65900,Bromus grossus DC.,Dickaehrige Trespe,Brome a gros epillets,Forasacco del farro,2,CR,1,2,1,2,1,A,A
66200,Bromus japonicus Thunb.,Japanische Trespe,Brome du Japon,Forasacco patente,4,VU,1,1,0,1,0,A,A
66550,Bromus racemosus L.,Gewoehnliche Trauben-Trespe,Brome en grappe,Forasacco palustre,3,EN,1,1,0,1,0,A,A
67000,Bromus secalinus L.,Roggen-Trespe,Brome du seigle,Forasacco delle messi,4,VU,1,1,0,1,0,A,A
67500,Bryonia alba L.,Weisse Zaunruebe,Bryone blanche,Brionia bianca,2,RE,1,99,0,0,0,C,B
67800,Bufonia paniculata Dubois,Buffonie,Bufonie paniculee,Buffonia paniculata,3,EN,1,2,2,2,1,0,0
68200,Bunias erucago L.,Acker-Zackenschoetchen,Bunias fausse roquette,Cascellore comune,2,CR,1,1,1,1,0,D,B
69600,Bupleurum longifolium L.,Langblaettriges Hasenohr,Buplevre a longues feuilles,Bupleuro con foglie lunghe,4,VU,1,2,1,2,1,A,A
70100,Bupleurum ranunculoides subsp. caricinum (DC.) Arcang.,Grasblaettriges Hasenohr,Buplevre a feuilles de graminees,Bupleuro falso-carice,4,NT,2,0,0,1,0,0,0
70200,Bupleurum rotundifolium L.,Rundblaettriges Hasenohr,Buplevre a feuilles rondes,Bupleuro perfogliato,3,EN,1,2,0,2,1,A,A
70400,Butomus umbellatus L.,Schwanenblume,Butome en ombelle,Giunco fiorito,4,VU,1,1,1,1,0,A,A
70700,Calamagrostis canescens (F. H. Wigg.) Roth,Lanzettliches Reitgras,Calamagrostide blanchatre,Cannella delle torbiere,4,VU,1,1,1,1,0,A,A
71100,Calamagrostis phragmitoides Hartm.,Purpur-Reitgras,Calamagrostide pourpre,Cannella purpurea,3,EN,1,2,2,2,1,0,0
71200,Calamagrostis pseudophragmites (Haller f.) Koeler,Schilfaehnliches Reitgras,Calamagrostide roseau,Cannella spondicola,4,VU,1,1,1,1,0,C,A
71300,Calamagrostis stricta (Timm) Koeler,uebersehenes Reitgras,Calamagrostide raide,Cannella rigida,2,CR(PE),1,99,0,0,0,0,D
71600,Calamintha ascendens Jord.,Aufsteigende Bergminze,Sarriette ascendante,Mentuccia ascendente,4,VU,1,1,1,1,0,A,A
72300,Caldesia parnassifolia (L.) Parl.,Caldesie,Caldesie a feuilles de parnassie,Mestolaccia minore,1,RE,2,99,1,1,0,0,D
72400,Calendula arvensis L.,Acker-Ringelblume,Souci des champs,Fiorrancio selvatico,4,VU,1,1,0,1,0,A,A
72700,Calla palustris L.,Drachenwurz,Calla des marais,Calla palustre,3,EN,1,2,2,2,1,0,A
72800,Callianthemum coriandrifolium Rchb.,Schmuckblume,Calliantheme a feuilles de coriandre,Ranuncolo con foglie di coriandro,3,VU,2,1,0,1,0,0,0
73000,Callitriche cophocarpa Sendtn.,Stumpffruechtiger Wasserstern,Callitriche a fruits obtus,Gamberaia polimorfa,4,VU,1,1,1,1,0,A,A
73200,Callitriche obtusangula Le Gall,Stumpfkantiger Wasserstern,Callitriche a angles obtus,Gamberaia ottusa,2,CR,1,2,1,2,1,0,A
73400,Callitriche platycarpa Kuetz.,Flachfruechtiger Wasserstern,Etoile d'eau a fruits plats,Gamberaia appiattita,4,VU,1,1,1,1,0,A,A
74100,Camelina alyssum (Mill.) Thell.,Gezaehnter Leindotter,Cameline alysson,Dorella dentata,2,RE,1,99,0,0,0,D,D
74200,Camelina microcarpa DC.,Kleinfruechtiger Leindotter,Cameline a petits fruits,Dorella minore,4,VU,1,1,0,1,0,A,A
74750,Campanula bertolae Colla,Bertolas Glockenblume,Campanule de Bertola,Campanula di Bertola,3,EN,1,1,1,1,0,0,0
74800,Campanula bononiensis L.,Bologneser Glockenblume,Campanule de Bologne,Campanula bolognese,4,VU,1,1,1,1,0,0,0
75000,Campanula cenisia L.,Mont-Cenis-Glockenblume,Campanule du Mont Cenis,Campanula del Moncenisio,4,LC,3,0,0,1,0,0,0
75100,Campanula cervicaria L.,Borstige Glockenblume,Campanule cervicaire,Campanula ruvida,3,EN,1,2,2,1,0,D,A
75500,Campanula excisa Murith,Ausgeschnittene Glockenblume,Campanule incisee,Campanula incisa,4,LC,3,0,0,1,0,0,0
77000,Campanula rhomboidalis L.,Rautenblaettrige Glockenblume,Campanule a feuilles rhomboïdales,Campanula romboidale,4,LC,3,0,0,1,0,A,A
78400,Cardamine asarifolia L.,Haselwurzblaettriges Schaumkraut,Cardamine a feuilles d'asaret,Billeri rotondifoglio,4,VU,1,1,1,1,0,0,0
78550,Cardamine dentata Schult.,Gezaehntblaettriges Schaumkraut,Cardamine dentee,Cardamine dentata,4,VU,1,1,1,1,0,A,A
79200,Cardamine matthioli Moretti,Matthiolis Schaumkraut,Cardamine de Matthiole,Billeri di Matthioli,3,EN,1,2,2,2,1,0,0
80400,Cardamine rivularis Schur,Bach-Schaumkraut,Cardamine des ruisseaux,Billeri delle ripe,4,NT,2,0,0,1,0,0,A
80500,Cardamine trifolia L.,Dreiblaettriges Schaumkraut,Cardamine a trois folioles,Billeri a tre foglie,4,VU,1,2,1,2,1,A,A
80600,Cardamine udicola Jord.,Moor-Schaumkraut,Cardamine des lieux humides,Billeri delle torbiere,4,VU,1,1,1,1,0,0,A
81200,Carduus acanthoides L.,Weg-Distel,Chardon faux acanthe,Cardo branca orsina,2,CR,1,1,0,1,0,A,A
81700,Carduus defloratus subsp. crassifolius (Willd.) Hayek,Dickblaettrige Distel,Chardon a feuilles epaisses,Cardo a foglie grasse,4,NT,2,0,0,1,0,0,0
83600,Carex atrofusca Schkuhr,Schwarzrote Segge,Laiche rouge noiratre,Carice rosso-nerastra,3,VU,2,1,1,1,0,0,0
83700,Carex austroalpina Bech.,Suedalpine Segge,Laiche des Alpes meridionales,Carice sudalpina,3,VU,2,1,0,1,0,0,0
83800,Carex baldensis L.,Monte-Baldo-Segge,Laiche du Mont Baldo,Carice candida,2,VU,3,1,1,1,0,0,0
83900,Carex bicolor All.,Zweifarbige Segge,Laiche a deux couleurs,Carice bicolore,4,NT,2,1,0,1,0,0,0
84000,Carex bohemica Schreb.,Boehmische Segge,Laiche de Boheme,Carice boema,2,CR,1,2,2,2,1,A,B
84500,Carex buxbaumii Wahlenb.,Buxbaums Segge,Laiche de Buxbaum,Carice di Buxbaum,4,VU,1,1,1,1,0,B,A
85000,Carex cespitosa L.,Rasen-Segge,Laiche gazonnante,Carice cespitosa,3,EN,1,2,2,2,1,A,C
85100,Carex chordorrhiza L. f.,Fadenwurzelige Segge,Laiche a longs rhizomes,Carice a rizomi allungati,2,EN,2,2,2,2,1,A,A
85900,Carex depauperata With.,Armbluetige Segge,Laiche appauvrie,Carice impoverita,3,EN,1,2,2,2,1,0,0
86000,Carex diandra Schrank,Draht-Segge,Laiche a tige arrondie,Carice tondeggiante,4,VU,1,1,1,1,0,A,A
86200,Carex dioica L.,Zweihaeusige Segge,Laiche dioïque,Carice dioica,4,VU,1,1,1,1,0,A,A
87300,Carex fimbriata Schkuhr,Gefranste Segge,Laiche frangee,Carice sfrangiata,3,NT,3,0,1,1,0,0,0
88400,Carex hartmanii Cajander,Hartmans Segge,Laiche de Hartman,Carice di Hartman,3,EN,1,2,2,2,1,0,A
88500,Carex heleonastes L. f.,Torf-Segge,Laiche des tourbieres,Carice delle torbiere,2,EN,2,2,2,2,1,A,C
88900,Carex juncella (Fr.) Th. Fr.,Binsenartige Segge,Laiche faux jonc,Carice giuncolina,3,VU,2,1,1,1,0,0,0
89200,Carex lasiocarpa Ehrh.,Behaartfruechtige Segge,Laiche a utricules velus,Carice a frutto pubescente,4,VU,1,1,1,1,0,A,A
89900,Carex maritima Gunnerus,Binsenblaettrige Segge,Laiche a feuilles de jonc,Carice giunchifoglia,3,VU,2,1,1,1,0,0,0
90200,Carex microglochin Wahlenb.,Kleinhakige Segge,Laiche a petite arete,Carice appuntita,3,VU,2,1,1,1,0,0,0
90900,Carex norvegica Retz.,Norwegische Segge,Laiche de Norvege,Carice norvegese,3,VU,2,2,1,2,1,0,0
92600,Carex praecox Schreb.,Fruehe Segge,Laiche precoce,Carice serpeggiante,3,EN,1,2,2,2,1,D,C
92900,Carex pseudocyperus L.,Cypergras-Segge,Laiche faux souchet,Carice falso cipero,4,VU,1,1,1,1,0,A,A
93200,Carex punctata Gaudin,Punktierte Segge,Laiche ponctuee,Carice punteggiata,4,VU,1,1,1,1,0,0,A
95100,Carex vaginata Tausch,Scheiden-Segge,Laiche engainante,Carice guainata,3,VU,2,1,1,1,0,0,0
95500,Carex vulpina L.,Fuchsfarbene Segge,Laiche des renards,Carice volpina,3,EN,1,2,2,2,1,A,A
96800,Carpesium cernuum L.,Kragenblume,Carpesium penche,Capo chino comune,3,EN,1,2,2,2,1,0,D
97000,Carthamus lanatus L.,Saflor,Carthame laineux,Zafferanone selvatico,2,CR(PE),1,99,0,0,0,D,D
97300,Catabrosa aquatica (L.) P. Beauv.,Quellgras,Catabrosa aquatique,Gramignone di palude,4,VU,1,1,1,1,0,A,A
97700,Caucalis platycarpos L.,Moehren-Haftdolde,Caucalis a fruits larges,Lappola carota,4,VU,1,1,0,1,0,A,A
99000,Centaurea jacea subsp. gaudinii (Boiss. & Reut.) Gremli,Hellschuppige Flockenblume,Centauree de Gaudin,Fiordaliso di Gaudin,3,VU,2,1,1,1,0,0,0
99300,Centaurea nemoralis Jord.,Schwarze Flockenblume,Centauree des bois,Fiordaliso boschivo,3,EN,1,2,2,2,1,A,A
99800,Centaurea pseudophrygia C. A. Mey.,Peruecken-Flockenblume,Centauree a perruque,Fiordaliso frangiato,4,VU,1,1,1,1,0,0,0
99900,Centaurea rhaetica Moritzi,Raetische Flockenblume,Centauree rhetique,Fiordaliso retico,2,VU,3,1,1,1,0,0,0
100600,Centaurea splendens L.,Glaenzende Flockenblume,Centauree luisante,Fiordaliso cicalino,4,VU,1,1,0,1,0,0,0
100651,Centaurea stoebe L. subsp. stoebe,Rheinische Flockenblume,Centauree stoebe,Fiordaliso renano,4,VU,1,1,0,1,0,0,A
101100,Centaurea valesiaca (DC.) Jord.,Walliser Rispen-Flockenblume,Centauree du Valais,Fiordaliso del Vallese,3,NT,3,0,0,1,0,0,0
101300,Centaurium pulchellum (Sw.) Druce,Kleines Tausendgueldenkraut,Petite centauree elegante,Centauro elegante,4,VU,1,2,1,2,1,A,A
101500,Centranthus angustifolius (Mill.) DC.,Schmalblaettrige Spornblume,Centranthe a feuilles etroites,Camarezza a foglia sottile,3,EN,1,2,1,1,0,A,0
102100,Cephalaria alpina (L.) Roem. & Schult.,Alpen-Schuppenkopf,Cephalaire des Alpes,Vedovina alpina,4,NT,2,1,0,1,0,A,0
102900,Cerastium austroalpinum Kunz,Suedalpines Hornkraut,Ceraiste des Alpes meridionales,Peverina di Carinzia,2,VU,3,1,0,1,0,0,0
103100,Cerastium brachypetalum subsp. tenoreanum (Ser.) Soó,Tenores Hornkraut,Ceraiste de Tenore,Peverina di Tenore,4,VU,1,1,0,1,0,B,B
104600,Cerastium pedunculatum Gaudin,Langstieliges Hornkraut,Ceraiste a longs pedoncules,Peverina delle morene,4,LC,3,0,0,1,0,0,0
105600,Ceratophyllum submersum L.,Glattes Hornblatt,Cornifle submerge,Ceratofillo sommerso,3,EN,1,2,2,2,1,A,A
106600,Chaerophyllum elegans Gaudin,Zierlicher Kaelberkropf,Cherophylle elegant,Cerfoglio elegante,2,VU,3,1,1,1,0,0,0
107200,Chamaecytisus hirsutus (L.) Link,Rauhhaariger Zwergginster,Petit-cytise herisse,Citiso peloso,4,VU,1,1,1,1,0,0,0
107400,Chamaecytisus supinus (L.) Link,Niedriger Zwergginster,Petit cytise couche,Citiso supino,4,VU,1,1,1,1,0,D,0
108600,Chenopodium botrys L.,Druesiger Gaensefuss,Chenopode botryde,Farinello botri,4,VU,1,1,0,1,0,B,C
109400,Chenopodium murale L.,Mauer-Gaensefuss,Chenopode des murs,Farinello murale,3,EN,1,1,0,1,0,C,A
109500,Chenopodium opulifolium Schrad.,Schneeballblaettriger Gaensefuss,Chenopode a feuilles d'obier,Farinello con foglie di viburno,2,CR(PE),1,99,0,0,0,D,B
109800,Chenopodium rubrum L.,Roter Gaensefuss,Chenopode rouge,Farinello rosso,4,VU,1,1,0,1,0,A,A
110000,Chenopodium urbicum L.,Staedte-Gaensefuss,Chenopode des agglomerations,Farinello pie d'oca,3,EN,1,1,0,1,0,0,D
110100,Chenopodium vulvaria L.,uebelriechender Gaensefuss,Chenopode puant,Farinello puzzolente,3,EN,1,1,0,1,0,D,A
110200,Chimaphila umbellata (L.) W. P. C. Barton,Winterlieb,Chimaphile ombellee,Piroletta ad ombrella,2,RE,1,99,1,1,0,0,B
110300,Chondrilla chondrilloides (Ard.) H. Karst.,Alpen-Knorpelsalat,Chondrille des torrents,Lattugaccio dei torrenti,3,EN,1,2,1,1,0,0,A
113300,Cicuta virosa L.,Wasserschierling,Ciguee aquatique,Cicuta acquatica,3,EN,1,2,2,2,1,A,A
113900,Cirsium canum (L.) All.,Weissgraue Kratzdistel,Cirse cendre,Cardo biancheggiante,1,CR,2,2,2,2,1,0,0
115400,Cirsium tuberosum (L.) All.,Knollige Kratzdistel,Cirse tubereux,Cardo tuberoso,4,VU,1,1,1,1,0,A,A
115600,Cistus salviifolius L.,Cistrose,Ciste a feuilles de sauge,Brentina,3,VU,2,1,2,2,1,0,0
115900,Cleistogenes serotina (L.) Keng,Steifhalm,Cleistogenes tardif,Paleo tardivo,4,VU,1,1,1,1,0,0,0
116700,Clypeola jonthlaspi L.,Schildkraut,Clypeole jonthlaspi,Clipeola,4,VU,1,1,0,1,0,0,0
116900,Cnidium silaifolium (Jacq.) Simonk.,Brenndolde,Cnide a feuilles de silauem,Carvifoglio dei boschi,4,VU,1,1,1,1,0,0,0
117100,Cochlearia pyrenaica DC.,Pyrenaeen-Loeffelkraut,Cranson des Pyrenees,Coclearia pirenaica,3,VU,2,2,2,2,1,0,0
117250,Coincya cheiranthos (Vill.) Greuter & Burdet,Lacksenf,Chou giroflee,Senape violaciocca,2,CR(PE),1,99,0,0,0,0,B
118700,Consolida regalis Gray,Acker-Rittersporn,Dauphinelle consoude,Speronella consolida,4,VU,1,1,0,1,0,A,A
120200,Coronilla minima L.,Kleine Kronwicke,Petite coronille,Cornetta minima,4,VU,1,1,1,1,0,0,0
120800,Coronopus squamatus (Forssk.) Asch.,Niederliegender Kraehenfuss,Coronope ecailleux,Erba stella,3,EN,1,2,0,2,1,B,A
120900,Corrigiola litoralis L.,Hirschsprung,Corrigiole des greves,Corriggiola litorale,2,CR(PE),1,99,0,0,0,0,A
121300,Corydalis lutea (L.) DC.,Gelber Lerchensporn,Corydale jaune,Colombina gialla,4,LC,3,0,0,1,0,0,0
123700,Crepis froelichiana Froel.,Froelichs Pippau,Crepide de Froelich,Radicchiella di Froelich,1,EN,3,2,2,2,1,0,0
124500,Crepis praemorsa (L.) Walther,Trauben-Pippau,Crepide rongee,Radicchiella siberiana,4,VU,1,1,1,1,0,A,A
124900,Crepis rhaetica Hegetschw.,Raetischer Pippau,Crepide rhetique,Radicchiella retica,3,NT,3,0,0,1,0,0,0
125400,Crepis tectorum L.,Dach-Pippau,Crepide des toits,Radicchiella dei tetti,4,VU,1,1,0,1,0,A,A
126400,Cruciata pedemontana (Bellardi) Ehrend.,Piemonteser Kreuzlabkraut,Croisette du Piemont,Crocettona piemontese,4,VU,1,1,1,1,0,0,0
126500,Crupina vulgaris Cass.,Schlupfsame,Crupine commune,Crupina comune,3,VU,2,1,0,1,0,0,C
127700,Cuscuta epilinum Weihe,Flachs-Seide,Cuscute du lin,Cuscuta strozzalino,2,RE,1,99,0,0,0,C,A
129500,Cynosurus echinatus L.,Stacheliges Kammgras,Cretelle herissee,Covetta comune,3,EN,1,1,0,1,0,D,A
129700,Cyperus flavescens L.,Gelbliches Cypergras,Souchet jaunatre,Zigolo dorato,4,VU,1,2,0,2,1,D,A
129800,Cyperus fuscus L.,Schwarzbraunes Cypergras,Souchet brun noiratre,Zigolo nero,4,VU,1,2,0,2,1,A,A
129900,Cyperus glomeratus L.,Knaeueliges Cypergras,Souchet agglomere,Zigolo ferrugineo,2,CR,1,2,2,2,1,0,D
130000,Cyperus longus L.,Langaestiges Cypergras,Souchet long,Zigolo comune,3,EN,1,2,1,2,1,A,A
130100,Cyperus michelianus (L.) Delile,Michelis Cypergras,Souchet de Micheli,Zigolo del Micheli,2,RE,1,99,0,0,0,0,0
130200,Cyperus rotundus L.,Knolliges Cypergras,Souchet rond,Zigolo infestante,3,EN,1,2,1,2,1,0,0
130300,Cyperus serotinus Rottb.,Spaetbluehendes Cypergras,Souchet tardif,Zigolo tardivo,2,RE,1,99,0,0,0,0,0
130400,Cypripedium calceolus L.,Frauenschuh,Sabot de Venus,Pianelle della Madonna,4,VU,1,2,1,2,1,A,A
131100,Cytisus decumbens (Durande) Spach,Niederliegender Geissklee,Cytise rampant,Citiso sdraiato,2,EN,2,2,2,2,1,A,C
131200,Cytisus emeriflorus Rchb.,Strauchwicken-Geissklee,Cytise a fleurs d'hippocrepide emerus,Citiso insubrico,1,EN,3,2,2,2,1,0,0
132100,Dactylorhiza cruenta (O. F. Muell.) Soó,Blutrotes Knabenkraut,Orchis couleur de sang,Orchide sanguigna,3,VU,2,2,2,2,1,0,0
132360,Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.,Hellgelbes Knabenkraut,Orchis jaunatre,Orchide bianco-gialla,3,EN,1,2,2,2,1,0,A
132500,Dactylorhiza lapponica (Hartm.) Soó,Lapplaendisches Knabenkraut,Orchis de Laponie,Orchide della Lapponia,4,NT,2,0,0,1,0,0,A
132620,Dactylorhiza maculata (L.) Soó subsp. maculata,Gewoehnliches Geflecktes Knabenkraut,Orchis tachete,Orchide macchiata,4,VU,1,1,1,1,0,A,0
132900,Dactylorhiza traunsteineri (Rchb.) Soó,Traunsteiners Knabenkraut,Orchis de Traunsteiner,Orchide di Traunsteiner,4,NT,2,0,0,1,0,A,A
133000,Danthonia alpina Vest,Traubenhafer,Danthonie des Alpes,Danthonia maggiore,3,EN,1,2,1,2,1,0,0
133400,Daphne cneorum L.,Flaumiger Seidelbast,Daphne camelee,Dafne odorosa,4,VU,1,1,2,2,1,A,A
135000,Deschampsia littoralis (Gaudin) Reut.,Strand-Schmiele,Canche des rives,Migliarino prolifero,1,CR,3,2,2,2,1,A,A
135900,Dianthus deltoides L.,Heide-Nelke,Oeillet a delta,Garofano minore,4,VU,1,1,0,1,0,A,A
136100,Dianthus gratianopolitanus Vill.,Grenobler Nelke,Oeillet de Grenoble,Garofano di Grenoble,3,VU,2,1,1,1,0,A,A
136830,Dianthus superbus L. subsp. superbus,Pracht-Nelke,Oeillet superbe,Garofano a pennacchio,4,VU,1,1,1,1,0,A,A
137000,Dictamnus albus L.,Diptam,Dictame blanc,Dittamo,4,VU,1,1,1,1,0,A,A
138100,Diphasiastrum ×issleri (Rouy) Holub,Isslers Flachbaerlapp,Lycopode d'Issler,Licopodio di Issler,2,EN,2,1,1,1,0,0,0
137900,Diphasiastrum complanatum (L.) Holub,Gemeiner Flachbaerlapp,Lycopode aplati,Licopodio spianato,2,EN,2,2,2,2,1,0,A
138000,Diphasiastrum tristachyum (Pursh) Holub,Zypressen-Flachbaerlapp,Lycopode petit cypres,Licopodio cipressino,1,RE,2,99,1,2,1,0,C
140100,Doronicum pardalianches L.,Kriechende Gemswurz,Doronic pardalianche,Doronico medicinale,4,VU,1,1,1,1,0,A,A
