 ID taxon,species,nom allemand,nom francais,nom italien,priorite,menace,responsabilite,necessite de prendre des mesures,Necessite de surveiller les populations,connaissances suffisantes?,techniques connues?,Jura,Plateau
254700,Matthiola valesiaca Boiss.,Walliser Levkoje,Violier du Valais,Violaciocca alpina,2,VU,3,2,2,1,0,0,0
256200,Melampyrum arvense L.,Acker-Wachtelweizen,Melampyre des champs,Spigarola campestre,4,VU,1,1,1,1,0,A,A
256400,Melampyrum nemorosum L.,Hain-Wachtelweizen,Melampyre des bois,Spigarola violacea,2,EN,2,2,2,2,1,A,A
257000,Melica transsilvanica Schur,Siebenbuergisches Perlgras,Melique de Transsylvanie,Melica di Transilvania,4,VU,1,1,1,1,0,0,0
258300,Mentha pulegium L.,Polei-Minze,Menthe pouliot,Menta poleggio,3,EN,1,2,1,2,1,0,A
259000,Mercurialis ovata Sternb. & Hoppe,Eiblaettriges Bingelkraut,Mercuriale a feuilles ovales,Mercorella ovale,3,VU,2,1,1,1,0,0,0
259200,Mespilus germanica L.,Mispel,Neflier d'Allemagne,Nespolo volgare,4,VU,1,1,1,1,0,A,A
259300,Meum athamanticum Jacq.,Baerenwurz,Fenouil des Alpes,Finocchiello,4,VU,1,1,1,1,0,A,A
259500,Micropus erectus L.,Falzblume,Micrope dresse,Bambagia senza pappo,2,CR,1,2,1,2,1,0,D
259600,Micropyrum tenellum (L.) Link,Kies-Duennschwanz,Fetuque delicate,Festuca annuale,2,CR(PE),1,99,0,0,0,0,D
260300,Minuartia biflora (L.) Schinz & Thell.,Zweibluetige Miere,Minuartie a deux fleurs,Minuartia biflora,4,LC,3,0,0,1,0,0,0
260400,Minuartia capillacea (All.) Graebn.,Feinblaettrige Miere,Minuartie a feuilles capillaires,Minuartia capillare,4,VU,1,1,0,1,0,A,0
260600,Minuartia cherlerioides subsp. rionii (Gremli) Friedrich,Behaarte Polster-Miere,Minuartie coussinet,Minuartia di Rion,2,VU,3,1,1,2,1,0,0
261900,Minuartia stricta (Sw.) Hiern,Steife Miere,Minuartie raide,Minuartia rigida,2,RE,1,99,0,0,0,D,0
262200,Minuartia viscosa (Schreb.) Schinz & Thell.,Klebrige Miere,Minuartie visqueuse,Minuartia vischiosa,1,EN,3,1,2,1,0,0,D
262300,Misopates orontium (L.) Raf.,Feldloewenmaul,Misopates orontium,Gallinetta comune,4,VU,1,1,0,1,0,A,A
263100,Moenchia erecta (L.) G. Gaertn. & al.,Vierzaehlige Weissmiere,Moenchie dressee,Peverina eretta,2,RE,1,99,0,0,0,0,0
263200,Moenchia mantica (L.) Bartl.,Fuenfzaehlige Weissmiere,Moenchie de Verone,Peverina di Mantico,3,EN,1,2,2,2,1,D,D
264100,Montia fontana L. subsp. fontana,Bach-Quellkraut,Montie des fontaines,Pendolino delle fonti,4,VU,1,2,2,2,1,0,0
264200,Montia fontana subsp. amporitana Sennen,Portugiesisches Quellkraut,Montie d'Ampurias,Pendolino lusitanico,2,CR(PE),1,99,0,0,0,0,0
264300,Montia fontana subsp. chondrosperma (Fenzl) Walters,Acker-Quellkraut,Montie a graines cartilagineuses,Pendolino minore,2,CR,1,2,1,2,1,0,D
265200,Muscari botryoides (L.) Mill.,Hellblaue Bisamhyazinthe,Muscari botryoïde,Muscari azzurro,4,VU,1,1,1,1,0,A,A
266000,Myosotis cespitosa Schultz,Rasiges Vergissmeinnicht,Myosotis gazonnant,Nontiscordardime dei canneti,4,VU,1,1,1,1,0,A,A
266200,Myosotis discolor Pers.,Farbwechselndes Vergissmeinnicht,Myosotis versicolore,Nontiscordardime cangiante,3,EN,1,2,1,2,1,A,A
266360,Myosotis minutiflora Boiss. & Reut.,Kleinbluetiges Vergissmeinnicht,Myosotis a fleurs minuscules,Nontiscordardime a fiori minuti,3,VU,2,0,0,1,0,A,0
266700,Myosotis rehsteineri Wartm.,Bodensee-Vergissmeinnicht,Myosotis de Rehsteiner,Nontiscordardime di Rehsteiner,1,EN,3,2,2,2,1,0,A
267400,Myosurus minimus L.,Maeuseschwanz,Myosure minime,Coda di topo,2,CR,1,2,2,2,1,D,A
267500,Myricaria germanica (L.) Desv.,Tamariske,Tamarin d'Allemagne,Tamerici alpino,4,VU,1,2,2,2,1,D,A
267600,Myriophyllum alterniflorum DC.,Armbluetiges Tausendblatt,Myriophylle a fleurs alternes,Millefoglio d'acqua gracile,3,EN,1,2,2,2,1,0,0
268200,Najas flexilis (Willd.) Rostk. & W. L. E. Schmidt,Biegsames Nixenkraut,Naïade flexible,Ranocchina flessibile,2,RE,1,99,1,1,0,0,D
268500,Najas minor All.,Kleines Nixenkraut,Petite naïade,Ranocchina minore,3,EN,1,2,1,2,1,0,A
269400,Narcissus ×verbanensis (Herb.) M. Roem.,Langensee-Narzisse,Narcisse du Lac Majeur,Narciso del Lago Maggiore,2,VU,3,1,1,1,0,0,0
269800,Nasturtium microphyllum (Boenn.) Rchb.,Kleinblaettrige Brunnenkresse,Cresson a petites feuilles,Crescione tetraploide,3,EN,1,2,2,2,1,D,A
270200,Nepeta cataria L.,Echte Katzenminze,Herbe aux chats,Erba dei gatti,3,EN,1,1,0,1,0,B,A
270400,Nepeta nuda L.,Kahle Katzenminze,Nepeta glabre,Gattaia glabra,3,VU,2,1,1,1,0,0,0
270695,Neslia paniculata (L.) Desv.,Kugelfruechtiges Ackernuesschen,Neslie paniculee,Neslia comune,3,EN,1,2,0,2,1,0,A
271300,Nigella arvensis L.,Acker-Schwarzkuemmel,Nigelle des champs,Damigella campestre,2,CR,1,2,2,1,0,A,A
271450,Nigritella austriaca (Teppner & E. Klein) P. Delforge,oesterreicher Maennertreu,Nigritelle d'Autriche,Nigritella austriaca,4,VU,1,2,1,2,1,A,0
271800,Nigritella rubra (Wettst.) K. Richt.,Rotes Maennertreu,Nigritelle rouge,Nigritella rossa,4,NT,2,0,0,1,0,0,0
272200,Notholaena marantae (L.) Desv.,Pelzfarn,Cheilanthes de Maranta,Felcetta lanosa,3,EN,1,1,2,2,1,0,0
272400,Nuphar pumila (Timm) DC.,Kleine Teichrose,Nenufar nain,Ninfea minore,1,EN,3,2,2,2,1,0,A
273150,Odontites vernus (Bellardi) Dumort.,Frueher Roter Zahntrost,Odontites du printemps,Perlina rossa,3,EN,1,1,0,1,0,A,A
273400,Odontites viscosus (L.) Clairv.,Klebriger Zahntrost,Odontites visqueux,Perlina vischiosa,3,VU,2,1,1,1,0,0,0
273500,Odontites vulgaris Moench,Spaeter Roter Zahntrost,Odontites tardif,Perlina tardiva,4,VU,1,1,0,1,0,A,A
273600,Oenanthe aquatica (L.) Poir.,Wasserfenchel,Oenanthe aquatique,Finocchio acquatico cicutario,3,EN,1,2,2,2,1,A,A
273700,Oenanthe fistulosa L.,Roehrige Rebendolde,Oenanthe fistuleuse,Finocchio acquatico tubuloso,3,EN,1,2,2,2,1,D,A
273900,Oenanthe lachenalii C. C. Gmel.,Lachenals Rebendolde,Oenanthe de Lachenal,Finocchio acquatico di Lachenal,2,CR,1,2,2,2,1,0,A
274000,Oenanthe peucedanifolia Pollich,Schmalblaettrige Rebendolde,Oenanthe a feuilles de peucedan,Finocchio acquatico napolino,2,CR,1,2,2,2,1,0,0
276900,Onopordum acanthium L.,Eselsdistel,Onoporde acanthe,Onopordo tomentoso,4,VU,1,1,0,1,0,A,A
277200,Onosma helvetica (A. DC.) Boiss.,Penninische Lotwurz,Onosma de Suisse,Viperina elvetica,1,EN,3,2,2,2,1,0,0
277400,Onosma pseudoarenaria Schur,Schweizer Lotwurz,Onosma du Valais,Viperina pseudoarenaria,3,VU,2,1,1,1,0,0,0
277900,Ophioglossum vulgatum L.,Natterzunge,Langue de serpent,Ofioglosso comune,4,VU,1,1,1,1,0,A,A
277950,Ophrys apifera Huds.,Bienen-Ragwurz,Ophrys abeille,Ofride fior delle Api,4,VU,1,1,1,1,0,A,A
278300,Ophrys araneola Rchb.,Spinnen-Ragwurz,Ophrys araignee precoce,Ofride verde-bruna minore,4,VU,1,1,1,1,0,A,A
278900,Ophrys holosericea (Burm. f.) Greuter subsp. holosericea,Hummel-Ragwurz,Ophrys bourdon,Ofride dei fuchi,4,VU,1,1,1,1,0,A,A
279000,Ophrys holosericea subsp. elatior (R. Engel & P. Quentin) H. Baumann & Kuenkele,Kleinbluetige Hummel-Ragwurz,Ophrys eleve,Ofride dei fuchi maggiore,3,EN,1,2,2,2,1,0,A
279100,Ophrys insectifera L.,Fliegen-Ragwurz,Ophrys mouche,Ofride insettifera,4,VU,1,1,1,1,0,A,A
279200,Ophrys sphegodes Mill.,Wespen-Ragwurz,Ophrys araignee,Ofride verde-bruna,3,EN,1,2,2,2,1,A,A
280000,Orchis coriophora L.,Wanzen-Orchis,Orchis punaise,Orchide cimicina,3,EN,1,2,2,2,1,D,A
280700,Orchis laxiflora Lam.,Lockerbluetige Orchis,Orchis a fleurs laches,Orchide acquatica,2,CR(PE),1,99,1,1,0,D,D
281100,Orchis morio L.,Kleine Orchis,Orchis bouffon,Orchide minore,4,VU,1,1,1,1,0,A,A
281200,Orchis pallens L.,Blasse Orchis,Orchis pale,Orchide pallida,4,VU,1,1,1,1,0,A,A
281300,Orchis palustris Jacq.,Sumpf-Orchis,Orchis des marais,Orchide palustre,4,VU,1,2,1,2,1,0,A
281400,Orchis papilionacea L.,Schmetterlingsbluetige Orchis,Orchis papillon,Orchide a farfalla,2,CR,1,1,2,1,0,0,0
281500,Orchis provincialis DC.,Provenzalische Orchis,Orchis de Provence,Orchide gialla,2,CR,1,2,1,2,1,0,0
281600,Orchis purpurea Huds.,Braunrote Orchis,Orchis pourpre,Orchide maggiore,4,VU,1,1,1,1,0,A,A
281800,Orchis simia Lam.,Affen-Orchis,Orchis singe,Orchide omiciattolo,4,VU,1,1,1,1,0,A,A
281900,Orchis spitzelii W. D. J. Koch,Spitzels Orchis,Orchis a corne courte,Orchide di Spitzel,1,CR,2,1,1,1,0,0,0
282100,Orchis tridentata Scop.,Dreizaehnige Orchis,Orchis a trois dents,Orchide screziata,4,VU,1,2,1,2,1,0,0
282700,Orlaya grandiflora (L.) Hoffm.,Breitsame,Orlaya a grandes fleurs,Lappola bianca,4,VU,1,1,0,1,0,A,A
283200,Ornithogalum nutans L.,Nickender Milchstern,Ornithogale penche,Latte di gallina a fiori penduli,4,VU,1,1,1,1,0,A,A
283900,Ornithopus perpusillus L.,Krallenklee,Pied d'oiseau,Uccellina minore,2,CR(PE),1,99,0,0,0,D,C
284100,Orobanche alsatica Kirschl. subsp. alsatica,Elsaessische Sommerwurz,Orobanche d'Alsace,Succiamele della Cervaria,3,EN,1,2,0,2,1,A,A
284150,Orobanche alsatica subsp. libanotidis (Rupr.) Pusch,Bartlings Sommerwurz,Orobanche du seseli,Succiamele della finocchiella,2,CR,1,2,0,2,1,A,0
284400,Orobanche arenaria Borkh.,Sand-Sommerwurz,Orobanche des sables,Succiamele della finocchiella,4,VU,1,1,1,1,0,0,A
284650,Orobanche bohemica Celak.,Boehmische Sommerwurz,Orobanche de Boheme,Succiamele della Boemia,4,VU,1,1,1,1,0,0,0
