date,species,year,biogeo,canton,river,lot,forest,project,city,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel,locname,loc_date
2021-03-01,tussilago-farfara,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-5,"('schuessinsel-kanal-5', '2021-03-01')"
2021-03-01,bellis-perennis,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-5,"('schuessinsel-kanal-5', '2021-03-01')"
2021-03-01,veronica-hederifolia,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-5,"('schuessinsel-kanal-5', '2021-03-01')"
2021-03-01,veronica-persica,2,mp,be,schuessinsel,none,none,renat-suze,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schuessinsel-kanal-5,"('schuessinsel-kanal-5', '2021-03-01')"
2021-03-01,corydalis-cava,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-5,"('schuessinsel-kanal-5', '2021-03-01')"
2021-03-01,scilla-bifolia,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asparagaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-5,"('schuessinsel-kanal-5', '2021-03-01')"
2021-03-01,tussilago-farfara,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')"
2021-03-01,salix-caprea,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')"
2021-03-01,veronica-persica,2,mp,be,schuessinsel,none,none,renat-suze,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')"
2021-03-01,lamium-purpureum,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')"
2021-03-01,euphorbia-helioscopia,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')"
2021-03-01,veronica-hederifolia,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')"
2021-03-01,bellis-perennis,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')"
2021-03-01,petasites-hybridus,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,X,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')"
2021-03-01,petasites-hybridus,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,X,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')"
2021-03-01,tussilago-farfara,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')"
2021-03-01,bellis-perennis,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')"
2021-03-01,salix-caprea,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')"
2021-03-01,salix-cinerea,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')"
2021-03-01,erophila-verna,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')"
2021-03-01,cardamine-hirsuta,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')"
2021-03-01,euphorbia-helioscopia,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')"
2021-03-01,veronica-persica,2,mp,be,schuessinsel,none,none,renat-suze,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')"
2021-03-13,tussilago-farfara,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-11,"('schuessinsel-suze-11', '2021-03-13')"
2021-03-13,petasites-hybridus,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,X,schuessinsel-suze-11,"('schuessinsel-suze-11', '2021-03-13')"
2021-03-13,veronica-persica,2,mp,be,schuessinsel,none,none,renat-suze,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schuessinsel-suze-11,"('schuessinsel-suze-11', '2021-03-13')"
2021-03-13,bellis-perennis,2,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-11,"('schuessinsel-suze-11', '2021-03-13')"
2021-03-14,veronica-hederifolia,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-03-14')"
2021-03-14,cardamine-hirsuta,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-03-14')"
2021-03-14,senecio-vulgaris,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-2,"('holunderweg-madretschkanal-2', '2021-03-14')"
2021-03-14,primula-acaulis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-2,"('holunderweg-madretschkanal-2', '2021-03-14')"
2021-03-14,erophila-verna,2,mp,be,madretschkanal,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-2,"('holunderweg-madretschkanal-2', '2021-03-14')"
2021-03-14,cardamine-hirsuta,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-2,"('holunderweg-madretschkanal-2', '2021-03-14')"
2021-03-14,viola-odorata,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-8,"('holunderweg-madretschkanal-8', '2021-03-14')"
2021-03-14,primula-acaulis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-8,"('holunderweg-madretschkanal-8', '2021-03-14')"
2021-03-14,galanthus-nivalis,2,mp,be,madretschkanal,X,X,X,biel,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-8,"('holunderweg-madretschkanal-8', '2021-03-14')"
2021-03-14,bellis-perennis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-8,"('holunderweg-madretschkanal-8', '2021-03-14')"
2021-03-14,forsythia-xintermedia,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,holunderweg-madretschkanal-8,"('holunderweg-madretschkanal-8', '2021-03-14')"
2021-03-09,veronica-persica,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,alleestrasse-madretschkanal-1,"('alleestrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,cardamine-hirsuta,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,alleestrasse-madretschkanal-1,"('alleestrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,veronica-persica,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,alleestrasse-madretschkanal-2,"('alleestrasse-madretschkanal-2', '2021-03-09')"
2021-03-09,cardamine-hirsuta,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,alleestrasse-madretschkanal-2,"('alleestrasse-madretschkanal-2', '2021-03-09')"
2021-03-10,veronica-persica,2,mp,be,madretschkanal,none,X,renat-cygnes,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schwanengasse-madretschkanal-2,"('schwanengasse-madretschkanal-2', '2021-03-10')"
2021-03-10,cardamine-hirsuta,2,mp,be,madretschkanal,none,X,renat-cygnes,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-madretschkanal-2,"('schwanengasse-madretschkanal-2', '2021-03-10')"
2021-03-10,tussilago-farfara,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-4,"('schwanengasse-area-4', '2021-03-10')"
2021-03-10,salix-caprea,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-4,"('schwanengasse-area-4', '2021-03-10')"
2021-03-09,iris,2,,,,,,,,X,X,X,X,X,X,X,X,X,ongen,X,X,X,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,crocus-albiflorus,2,,,,,,,,LC,LC,LC,Iridaceae,X,X,X,X,X,X,X,X,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,cardamine-flexuosa,2,,,,,,,,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,galanthus-nivalis,2,,,,,,,,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,primula-acaulis,2,,,,,,,,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,hedera-helix,2,,,,,,,,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,senecio-vulgaris,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,zukunftstrasse-madretschkanal-1,"('zukunftstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,forsythia-xintermedia,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,zukunftstrasse-madretschkanal-1,"('zukunftstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,veronica-persica,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,zukunftstrasse-madretschkanal-1,"('zukunftstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,veronica-hederifolia,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,zukunftstrasse-madretschkanal-1,"('zukunftstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,hedera-helix,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,zukunftstrasse-madretschkanal-1,"('zukunftstrasse-madretschkanal-1', '2021-03-09')"
2021-03-28,hedera-helix,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,zukunftstrasse-madretschkanal-2,"('zukunftstrasse-madretschkanal-2', '2021-03-28')"
2021-03-28,rubus,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,zukunftstrasse-madretschkanal-2,"('zukunftstrasse-madretschkanal-2', '2021-03-28')"
2021-03-28,taraxacum,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,zukunftstrasse-madretschkanal-2,"('zukunftstrasse-madretschkanal-2', '2021-03-28')"
2021-03-28,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,zukunftstrasse-madretschkanal-2,"('zukunftstrasse-madretschkanal-2', '2021-03-28')"
2021-03-28,primula-acaulis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,alfred-aebi-strasse-area-6,"('alfred-aebi-strasse-area-6', '2021-03-28')"
2021-03-28,mahonia-aquifolium,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,biel,alfred-aebi-strasse-area-6,"('alfred-aebi-strasse-area-6', '2021-03-28')"
2021-03-28,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-5,"('alfred-aebi-strasse-area-5', '2021-03-28')"
2021-03-28,rubus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,alfred-aebi-strasse-area-5,"('alfred-aebi-strasse-area-5', '2021-03-28')"
2021-03-28,forsythia-xintermedia,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,alfred-aebi-strasse-area-1,"('alfred-aebi-strasse-area-1', '2021-03-28')"
2021-03-28,cardamine-hirsuta,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,alfred-aebi-strasse-area-1,"('alfred-aebi-strasse-area-1', '2021-03-28')"
2021-03-28,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,alfred-aebi-strasse-area-1,"('alfred-aebi-strasse-area-1', '2021-03-28')"
2021-03-28,veronica-hederifolia,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-1,"('alfred-aebi-strasse-area-1', '2021-03-28')"
2021-03-28,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-1,"('alfred-aebi-strasse-area-1', '2021-03-28')"
2021-03-31,prunus-spinosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')"
2021-03-31,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')"
2021-03-31,corydalis-cava,2,mp,be,X,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')"
2021-03-31,glechoma-hederacea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')"
2021-03-31,lamium-purpureum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')"
2021-03-31,anemone-nemorosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')"
2021-03-31,primula-acaulis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')"
2021-03-31,rubus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')"
2021-03-09,galanthus-nivalis,2,mp,be,madretschkanal,X,X,X,biel,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,lamium-purpureum,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,bellis-perennis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,primula-acaulis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')"
2021-03-09,veronica-persica,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')"
2021-03-28,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')"
2021-03-28,veronica-persica,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')"
2021-03-28,forsythia-xintermedia,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')"
2021-03-28,rubus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')"
2021-03-28,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')"
2021-03-28,ilex-aquifolium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Aquifoliaceae,X,X,X,X,X,X,X,X,biel,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')"
2021-03-28,salix-caprea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')"
2021-03-28,cardamine-hirsuta,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')"
2021-03-26,vinca-minor,2,mp,be,X,X,X,X,biel,LC,LC,LC,Apocynaceae,X,X,X,X,X,X,X,cdf,biel,brueggstrasse-area-2,"('brueggstrasse-area-2', '2021-03-26')"
2021-03-26,cardamine-hirsuta,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,brueggstrasse-area-2,"('brueggstrasse-area-2', '2021-03-26')"
2021-03-26,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,brueggstrasse-area-2,"('brueggstrasse-area-2', '2021-03-26')"
2021-03-26,erophila-verna,2,mp,be,X,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,brueggstrasse-area-2,"('brueggstrasse-area-2', '2021-03-26')"
2021-03-26,forsythia-xintermedia,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,brueggstrasse-area-2,"('brueggstrasse-area-2', '2021-03-26')"
2021-03-26,myosotis,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,brueggstrasse-berm-1,"('brueggstrasse-berm-1', '2021-03-26')"
2021-03-26,cardamine-hirsuta,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,brueggstrasse-berm-1,"('brueggstrasse-berm-1', '2021-03-26')"
2021-03-26,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,brueggstrasse-berm-1,"('brueggstrasse-berm-1', '2021-03-26')"
2021-03-29,lavandula-angustifolia,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,biel,brueggstrasse-box-6,"('brueggstrasse-box-6', '2021-03-29')"
2021-03-29,prunus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,brueggstrasse-box-6,"('brueggstrasse-box-6', '2021-03-29')"
2021-03-29,mahonia-aquifolium,2,mp,be,X,X,X,pronat,biel,X,X,X,X,X,X,X,X,X,X,ni,X,biel,muehlefeldweg-berm-1,"('muehlefeldweg-berm-1', '2021-03-29')"
2021-03-29,veronica-hederifolia,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-berm-1,"('muehlefeldweg-berm-1', '2021-03-29')"
2021-03-29,ranunculus-ficaria,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-berm-1,"('muehlefeldweg-berm-1', '2021-03-29')"
2021-03-29,taraxacum,2,mp,be,X,X,X,pronat,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,muehlefeldweg-berm-1,"('muehlefeldweg-berm-1', '2021-03-29')"
2021-03-29,cardamine-hirsuta,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,muehlefeldweg-berm-1,"('muehlefeldweg-berm-1', '2021-03-29')"
2021-03-29,scilla-bifolia,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asparagaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')"
2021-03-29,bellis-perennis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')"
2021-03-29,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')"
2021-03-29,stellaria-media,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')"
2021-03-29,lamium-purpureum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')"
2021-03-29,veronica-hederifolia,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')"
2021-03-29,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')"
2021-03-29,prunus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')"
2021-03-29,bellis-perennis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-2,"('muehlefeldweg-park-2', '2021-03-29')"
2021-03-29,stellaria-media,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-2,"('muehlefeldweg-park-2', '2021-03-29')"
2021-03-29,lamium-purpureum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,muehlefeldweg-park-2,"('muehlefeldweg-park-2', '2021-03-29')"
2021-03-29,stellaria-media,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')"
2021-03-29,lamium-purpureum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')"
2021-03-29,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')"
2021-03-29,rubus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')"
2021-03-29,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')"
2021-03-29,bellis-perennis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')"
