,date,place,species,year,loc_date,location,place_copy,places,places1,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel
3615,2023-1--20,jaissberg-forest-3,chrysosplenium-alternifolium,2,"('jaissberg-forest-3', '2023-1--20')",b,jaissberg-forest-3,jaissberg-forest-3,jaissberg-forest-3,LC,LC,LC,Saxifragaceae,X,X,X,X,X,X,X,cdf,biel
3616,2023-1--20,jaissberg-forest-3,corylus-avellana,2,"('jaissberg-forest-3', '2023-1--20')",b,jaissberg-forest-3,jaissberg-forest-3,jaissberg-forest-3,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3617,2023-1--20,laengholz-forest-9,chrysosplenium-alternifolium,2,"('laengholz-forest-9', '2023-1--20')",a,laengholz-forest-9,laengholz-forest-9,laengholz-forest-9,LC,LC,LC,Saxifragaceae,X,X,X,X,X,X,X,cdf,biel
3618,2023-1--20,laengholz-forest-10,veronica-persica,2,"('laengholz-forest-10', '2023-1--20')",c,laengholz-forest-10,laengholz-forest-10,laengholz-forest-10,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3619,2008-1--20,frinvilier-ramp-1,helleborus-foetidus,2,"('frinvilier-ramp-1', '2008-1--20')",c,frinvilier-ramp-1,frinvilier-ramp-1,frinvilier-ramp-1,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3620,2008-1--20,frinvilier-ramp-1,corylus-avellana,2,"('frinvilier-ramp-1', '2008-1--20')",c,frinvilier-ramp-1,frinvilier-ramp-1,frinvilier-ramp-1,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3621,2004-1--20,Nidau-buren-kanal-1,galanthus-nivalis,2,"('Nidau-buren-kanal-1', '2004-1--20')",c,Nidau-buren-kanal-1,nidau-buren-kanal-1,nidau-buren-kanal-1,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel
3622,2004-1--20,Nidau-buren-kanal-1,eranthis-hyemalis,2,"('Nidau-buren-kanal-1', '2004-1--20')",c,Nidau-buren-kanal-1,nidau-buren-kanal-1,nidau-buren-kanal-1,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3623,2004-1--20,Nidau-buren-kanal-1,corylus-avellana,2,"('Nidau-buren-kanal-1', '2004-1--20')",c,Nidau-buren-kanal-1,nidau-buren-kanal-1,nidau-buren-kanal-1,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3624,2005-1--20,Nidau-buren-kanal-2,crocus-albiflorus,2,"('Nidau-buren-kanal-2', '2005-1--20')",c,Nidau-buren-kanal-2,nidau-buren-kanal-2,nidau-buren-kanal-2,LC,LC,LC,Iridaceae,X,X,X,X,X,X,X,X,biel
3625,2005-1--20,Nidau-buren-kanal-2,galanthus-nivalis,2,"('Nidau-buren-kanal-2', '2005-1--20')",c,Nidau-buren-kanal-2,nidau-buren-kanal-2,nidau-buren-kanal-2,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel
3626,2005-1--20,Nidau-buren-kanal-2,corylus-avellana,2,"('Nidau-buren-kanal-2', '2005-1--20')",c,Nidau-buren-kanal-2,nidau-buren-kanal-2,nidau-buren-kanal-2,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3627,2005-1--20,Nidau-buren-kanal-2,senecio-vulgaris,2,"('Nidau-buren-kanal-2', '2005-1--20')",c,Nidau-buren-kanal-2,nidau-buren-kanal-2,nidau-buren-kanal-2,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3628,2005-1--20,Nidau-buren-kanal-2,veronica-persica,2,"('Nidau-buren-kanal-2', '2005-1--20')",c,Nidau-buren-kanal-2,nidau-buren-kanal-2,nidau-buren-kanal-2,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3629,2005-1--20,Nidau-buren-kanal-3,crocus-albiflorus,2,"('Nidau-buren-kanal-3', '2005-1--20')",a,Nidau-buren-kanal-3,nidau-buren-kanal-3,nidau-buren-kanal-3,LC,LC,LC,Iridaceae,X,X,X,X,X,X,X,X,biel
3630,2005-1--20,Nidau-buren-kanal-3,senecio-vulgaris,2,"('Nidau-buren-kanal-3', '2005-1--20')",a,Nidau-buren-kanal-3,nidau-buren-kanal-3,nidau-buren-kanal-3,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3631,2005-1--20,Nidau-buren-kanal-3,veronica-persica,2,"('Nidau-buren-kanal-3', '2005-1--20')",a,Nidau-buren-kanal-3,nidau-buren-kanal-3,nidau-buren-kanal-3,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3632,2005-1--20,Nidau-buren-kanal-3,corylus-avellana,2,"('Nidau-buren-kanal-3', '2005-1--20')",a,Nidau-buren-kanal-3,nidau-buren-kanal-3,nidau-buren-kanal-3,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3633,2005-1--20,Nidau-buren-kanal-4,galanthus-nivalis,2,"('Nidau-buren-kanal-4', '2005-1--20')",c,Nidau-buren-kanal-4,nidau-buren-kanal-4,nidau-buren-kanal-4,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel
3634,2005-1--20,Nidau-buren-kanal-4,leucojum-vernum,2,"('Nidau-buren-kanal-4', '2005-1--20')",c,Nidau-buren-kanal-4,nidau-buren-kanal-4,nidau-buren-kanal-4,LC,LC,LC,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel
3635,2005-1--20,Nidau-buren-kanal-4,veronica-persica,2,"('Nidau-buren-kanal-4', '2005-1--20')",c,Nidau-buren-kanal-4,nidau-buren-kanal-4,nidau-buren-kanal-4,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3636,2024-1--20,fuchsenried-forest-1,corylus-avellana,2,"('fuchsenried-forest-1', '2024-1--20')",b,fuchsenried-forest-1,fuchsenried-forest-1,fuchsenried-forest-1,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3637,2024-1--20,fuchsenried-forest-2,hepatica-nobilis,2,"('fuchsenried-forest-2', '2024-1--20')",c,fuchsenried-forest-2,fuchsenried-forest-2,fuchsenried-forest-2,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,X,biel
3638,2024-1--20,fuchsenried-forest-2,helleborus-foetidus,2,"('fuchsenried-forest-2', '2024-1--20')",c,fuchsenried-forest-2,fuchsenried-forest-2,fuchsenried-forest-2,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3639,2024-1--20,fuchsenried-forest-2,taraxacum,2,"('fuchsenried-forest-2', '2024-1--20')",c,fuchsenried-forest-2,fuchsenried-forest-2,fuchsenried-forest-2,X,X,X,X,X,X,X,X,X,ongen,X,X,X
3640,2024-1--20,fuchsenried-forest-2,hedera-helix,2,"('fuchsenried-forest-2', '2024-1--20')",c,fuchsenried-forest-2,fuchsenried-forest-2,fuchsenried-forest-2,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
3641,2024-1--20,Obem-fuchsenried-forest-1,hepatica-nobilis,2,"('Obem-fuchsenried-forest-1', '2024-1--20')",a,Obem-fuchsenried-forest-1,obem-fuchsenried-forest-1,obem-fuchsenried-forest-1,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,X,biel
3642,2024-1--20,Obem-fuchsenried-forest-1,hedera-helix,2,"('Obem-fuchsenried-forest-1', '2024-1--20')",a,Obem-fuchsenried-forest-1,obem-fuchsenried-forest-1,obem-fuchsenried-forest-1,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
3643,2024-1--20,Obem-fuchsenried-forest-2,hepatica-nobilis,2,"('Obem-fuchsenried-forest-2', '2024-1--20')",c,Obem-fuchsenried-forest-2,obem-fuchsenried-forest-2,obem-fuchsenried-forest-2,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,X,biel
3644,2024-1--20,Obem-fuchsenried-forest-2,hedera-helix,2,"('Obem-fuchsenried-forest-2', '2024-1--20')",c,Obem-fuchsenried-forest-2,obem-fuchsenried-forest-2,obem-fuchsenried-forest-2,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
3645,2027-1--20,laengholz-forest-7,galanthus-nivalis,2,"('laengholz-forest-7', '2027-1--20')",a,laengholz-forest-7,laengholz-forest-7,laengholz-forest-7,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel
3646,2027-1--20,laengholz-forest-7,corylus-avellana,2,"('laengholz-forest-7', '2027-1--20')",a,laengholz-forest-7,laengholz-forest-7,laengholz-forest-7,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3647,2027-1--20,laengholz-forest-5,crocus-albiflorus,2,"('laengholz-forest-5', '2027-1--20')",c,laengholz-forest-5,laengholz-forest-5,laengholz-forest-5,LC,LC,LC,Iridaceae,X,X,X,X,X,X,X,X,biel
3648,2027-1--20,laengholz-forest-5,galanthus-nivalis,2,"('laengholz-forest-5', '2027-1--20')",c,laengholz-forest-5,laengholz-forest-5,laengholz-forest-5,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel
3649,2027-1--20,laengholz-forest-5,corydalis-cava,2,"('laengholz-forest-5', '2027-1--20')",c,laengholz-forest-5,laengholz-forest-5,laengholz-forest-5,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel
3650,2022-1--20,sonnenfeld-suze-1,cornus-mas,2,"('sonnenfeld-suze-1', '2022-1--20')",c,sonnenfeld-suze-1,sonnenfeld-suze-1,sonnenfeld-suze-1,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel
3651,2022-1--20,Parc-renfer-suze-1,mahonia-aquifolium,2,"('Parc-renfer-suze-1', '2022-1--20')",c,Parc-renfer-suze-1,parc-renfer-suze-1,parc-renfer-suze-1,X,X,X,X,X,X,X,X,X,X,ni,X,biel
3652,2022-1--20,Parc-renfer-suze-1,senecio-vulgaris,2,"('Parc-renfer-suze-1', '2022-1--20')",c,Parc-renfer-suze-1,parc-renfer-suze-1,parc-renfer-suze-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3653,2022-1--20,Parc-renfer-suze-1,erophila-verna,2,"('Parc-renfer-suze-1', '2022-1--20')",c,Parc-renfer-suze-1,parc-renfer-suze-1,parc-renfer-suze-1,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3654,2022-1--20,Parc-renfer-suze-1,stellaria-media,2,"('Parc-renfer-suze-1', '2022-1--20')",c,Parc-renfer-suze-1,parc-renfer-suze-1,parc-renfer-suze-1,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel
3655,2022-1--20,Parc-renfer-suze-1,cardamine-hirsuta,2,"('Parc-renfer-suze-1', '2022-1--20')",c,Parc-renfer-suze-1,parc-renfer-suze-1,parc-renfer-suze-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3656,2022-1--20,Parc-renfer-suze-1,veronica-hederifolia,2,"('Parc-renfer-suze-1', '2022-1--20')",c,Parc-renfer-suze-1,parc-renfer-suze-1,parc-renfer-suze-1,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
3657,2022-1--20,Parc-renfer-suze-1,capsella-bursa-pastoris,2,"('Parc-renfer-suze-1', '2022-1--20')",c,Parc-renfer-suze-1,parc-renfer-suze-1,parc-renfer-suze-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3658,2022-1--20,buerenstrasse-suze-1,capsella-bursa-pastoris,2,"('buerenstrasse-suze-1', '2022-1--20')",c,buerenstrasse-suze-1,buerenstrasse-suze-1,buerenstrasse-suze-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3659,2022-1--20,buerenstrasse-suze-1,tussilago-farfara,2,"('buerenstrasse-suze-1', '2022-1--20')",c,buerenstrasse-suze-1,buerenstrasse-suze-1,buerenstrasse-suze-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3660,2022-1--20,buerenstrasse-suze-1,senecio-vulgaris,2,"('buerenstrasse-suze-1', '2022-1--20')",c,buerenstrasse-suze-1,buerenstrasse-suze-1,buerenstrasse-suze-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3661,2009-1--20,holunderweg-madretschkanal-1,senecio-vulgaris,2,"('holunderweg-madretschkanal-1', '2009-1--20')",a,holunderweg-madretschkanal-1,holunderweg-madretschkanal-1,holunderweg-madretschkanal-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3662,2009-1--20,holunderweg-madretschkanal-2,senecio-vulgaris,2,"('holunderweg-madretschkanal-2', '2009-1--20')",b,holunderweg-madretschkanal-2,holunderweg-madretschkanal-2,holunderweg-madretschkanal-2,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3663,2005-1--20,schneidergaessli-madretschkanal-1,primula-acaulis,2,"('schneidergaessli-madretschkanal-1', '2005-1--20')",b,schneidergaessli-madretschkanal-1,schneidergaessli-madretschkanal-1,schneidergaessli-madretschkanal-1,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel
3664,2005-1--20,schneidergaessli-madretschkanal-1,bellis-perennis,2,"('schneidergaessli-madretschkanal-1', '2005-1--20')",b,schneidergaessli-madretschkanal-1,schneidergaessli-madretschkanal-1,schneidergaessli-madretschkanal-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3665,2005-1--20,schneidergaessli-madretschkanal-1,hedera-helix,2,"('schneidergaessli-madretschkanal-1', '2005-1--20')",b,schneidergaessli-madretschkanal-1,schneidergaessli-madretschkanal-1,schneidergaessli-madretschkanal-1,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
3666,2005-1--20,schneidergaessli-madretschkanal-1,viburnum-farreri,2,"('schneidergaessli-madretschkanal-1', '2005-1--20')",b,schneidergaessli-madretschkanal-1,schneidergaessli-madretschkanal-1,schneidergaessli-madretschkanal-1,X,X,X,X,X,X,X,X,X,X,ni,X,X
3667,2001-1--20,bahnweg-madretschkanal-1,bellis-perennis,2,"('bahnweg-madretschkanal-1', '2001-1--20')",a,bahnweg-madretschkanal-1,bahnweg-madretschkanal-1,bahnweg-madretschkanal-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3668,2001-1--20,bahnweg-madretschkanal-3,bellis-perennis,2,"('bahnweg-madretschkanal-3', '2001-1--20')",c,bahnweg-madretschkanal-3,bahnweg-madretschkanal-3,bahnweg-madretschkanal-3,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3669,2001-1--20,bahnweg-madretschkanal-3,primula-acaulis,2,"('bahnweg-madretschkanal-3', '2001-1--20')",c,bahnweg-madretschkanal-3,bahnweg-madretschkanal-3,bahnweg-madretschkanal-3,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel
3670,2001-1--20,bahnweg-madretschkanal-2,corylus-avellana,2,"('bahnweg-madretschkanal-2', '2001-1--20')",c,bahnweg-madretschkanal-2,bahnweg-madretschkanal-2,bahnweg-madretschkanal-2,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3671,2001-1--20,bahnweg-madretschkanal-4,corylus-avellana,2,"('bahnweg-madretschkanal-4', '2001-1--20')",c,bahnweg-madretschkanal-4,bahnweg-madretschkanal-4,bahnweg-madretschkanal-4,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3672,2001-1--20,bahnweg-madretschkanal-5,corylus-avellana,2,"('bahnweg-madretschkanal-5', '2001-1--20')",c,bahnweg-madretschkanal-5,bahnweg-madretschkanal-5,bahnweg-madretschkanal-5,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3673,2001-1--20,bahnweg-madretschkanal-6,corylus-avellana,2,"('bahnweg-madretschkanal-6', '2001-1--20')",c,bahnweg-madretschkanal-6,bahnweg-madretschkanal-6,bahnweg-madretschkanal-6,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3674,2009-1--20,schleusenweg-suze-1,lamium-maculatum,2,"('schleusenweg-suze-1', '2009-1--20')",a,schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
3675,2009-1--20,schleusenweg-suze-1,cardamine-flexuosa,2,"('schleusenweg-suze-1', '2009-1--20')",a,schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3676,2009-1--20,schleusenweg-suze-2,cardamine-flexuosa,2,"('schleusenweg-suze-2', '2009-1--20')",b,schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3677,2009-1--20,schleusenweg-suze-3,cardamine-flexuosa,2,"('schleusenweg-suze-3', '2009-1--20')",c,schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3678,2014-1--20,schleusenweg-suze-3,cardamine-hirsuta,2,"('schleusenweg-suze-3', '2014-1--20')",c,schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3679,2014-1--20,schleusenweg-suze-3,ranunculus-ficaria,2,"('schleusenweg-suze-3', '2014-1--20')",c,schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3680,2014-1--20,schleusenweg-suze-3,veronica-hederifolia,2,"('schleusenweg-suze-3', '2014-1--20')",c,schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
3681,2011-1--20,buerenstrasse-suze-7,crocus-albiflorus,2,"('buerenstrasse-suze-7', '2011-1--20')",c,buerenstrasse-suze-7,buerenstrasse-suze-7,buerenstrasse-suze-7,LC,LC,LC,Iridaceae,X,X,X,X,X,X,X,X,biel
3682,2011-1--20,buerenstrasse-suze-7,galanthus-nivalis,2,"('buerenstrasse-suze-7', '2011-1--20')",c,buerenstrasse-suze-7,buerenstrasse-suze-7,buerenstrasse-suze-7,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel
3683,2011-1--20,buerenstrasse-suze-6,senecio-vulgaris,2,"('buerenstrasse-suze-6', '2011-1--20')",c,buerenstrasse-suze-6,buerenstrasse-suze-6,buerenstrasse-suze-6,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3684,2011-1--20,buerenstrasse-suze-6,hedera-helix,2,"('buerenstrasse-suze-6', '2011-1--20')",c,buerenstrasse-suze-6,buerenstrasse-suze-6,buerenstrasse-suze-6,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
3685,2021-1--20,schuessinsel-kanal-3,tussilago-farfara,2,"('schuessinsel-kanal-3', '2021-1--20')",c,schuessinsel-kanal-3,schuessinsel-kanal-3,schuessinsel-kanal-3,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3686,2021-1--20,schuessinsel-kanal-3,veronica-persica,2,"('schuessinsel-kanal-3', '2021-1--20')",c,schuessinsel-kanal-3,schuessinsel-kanal-3,schuessinsel-kanal-3,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3687,2021-1--20,schuessinsel-kanal-3,bellis-perennis,2,"('schuessinsel-kanal-3', '2021-1--20')",c,schuessinsel-kanal-3,schuessinsel-kanal-3,schuessinsel-kanal-3,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3688,2022-1--20,schuessinsel-kanal-4,bellis-perennis,2,"('schuessinsel-kanal-4', '2022-1--20')",b,schuessinsel-kanal-4,schuessinsel-kanal-4,schuessinsel-kanal-4,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3689,2022-1--20,schuessinsel-kanal-4,tussilago-farfara,2,"('schuessinsel-kanal-4', '2022-1--20')",b,schuessinsel-kanal-4,schuessinsel-kanal-4,schuessinsel-kanal-4,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3690,2022-1--20,schuessinsel-kanal-5,veronica-persica,2,"('schuessinsel-kanal-5', '2022-1--20')",c,schuessinsel-kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3691,2022-1--20,schuessinsel-kanal-5,bellis-perennis,2,"('schuessinsel-kanal-5', '2022-1--20')",c,schuessinsel-kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3692,2022-1--20,schuessinsel-kanal-5,cornus-mas,2,"('schuessinsel-kanal-5', '2022-1--20')",c,schuessinsel-kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel
3693,2022-1--20,schuessinsel-kanal-5,petasites-hybridus,2,"('schuessinsel-kanal-5', '2022-1--20')",c,schuessinsel-kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,X
3694,2022-1--20,schuessinsel-kanal-2,bellis-perennis,2,"('schuessinsel-kanal-2', '2022-1--20')",c,schuessinsel-kanal-2,schuessinsel-kanal-2,schuessinsel-kanal-2,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3695,2022-1--20,schuessinsel-kanal-2,veronica-persica,2,"('schuessinsel-kanal-2', '2022-1--20')",c,schuessinsel-kanal-2,schuessinsel-kanal-2,schuessinsel-kanal-2,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3696,2024-1--20,schuessinsel-kanal-8,veronica-persica,2,"('schuessinsel-kanal-8', '2024-1--20')",c,schuessinsel-kanal-8,schuessinsel-kanal-8,schuessinsel-kanal-8,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3697,2024-1--20,schuessinsel-kanal-8,tussilago-farfara,2,"('schuessinsel-kanal-8', '2024-1--20')",c,schuessinsel-kanal-8,schuessinsel-kanal-8,schuessinsel-kanal-8,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3698,2024-1--20,schuessinsel-kanal-8,cardamine-hirsuta,2,"('schuessinsel-kanal-8', '2024-1--20')",c,schuessinsel-kanal-8,schuessinsel-kanal-8,schuessinsel-kanal-8,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3699,2024-1--20,schuessinsel-kanal-7,cardamine-flexuosa,2,"('schuessinsel-kanal-7', '2024-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3700,2024-1--20,schuessinsel-kanal-7,erophila-verna,2,"('schuessinsel-kanal-7', '2024-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3701,2024-1--20,schuessinsel-kanal-6,veronica-persica,2,"('schuessinsel-kanal-6', '2024-1--20')",b,schuessinsel-kanal-6,schuessinsel-kanal-6,schuessinsel-kanal-6,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3702,2024-1--20,schuessinsel-kanal-6,tussilago-farfara,2,"('schuessinsel-kanal-6', '2024-1--20')",b,schuessinsel-kanal-6,schuessinsel-kanal-6,schuessinsel-kanal-6,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3703,2024-1--20,schuessinsel-kanal-6,cardamine-hirsuta,2,"('schuessinsel-kanal-6', '2024-1--20')",b,schuessinsel-kanal-6,schuessinsel-kanal-6,schuessinsel-kanal-6,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3704,2024-1--20,schuessinsel-kanal-6,cardamine-flexuosa,2,"('schuessinsel-kanal-6', '2024-1--20')",b,schuessinsel-kanal-6,schuessinsel-kanal-6,schuessinsel-kanal-6,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3705,2024-1--20,schuessinsel-suze-2,cornus-mas,2,"('schuessinsel-suze-2', '2024-1--20')",c,schuessinsel-suze-2,schuessinsel-suze-2,schuessinsel-suze-2,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel
3706,2024-1--20,schuessinsel-suze-2,tussilago-farfara,2,"('schuessinsel-suze-2', '2024-1--20')",c,schuessinsel-suze-2,schuessinsel-suze-2,schuessinsel-suze-2,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3707,2024-1--20,schuessinsel-suze-2,veronica-persica,2,"('schuessinsel-suze-2', '2024-1--20')",c,schuessinsel-suze-2,schuessinsel-suze-2,schuessinsel-suze-2,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3708,2024-1--20,schuessinsel-suze-2,cardamine-hirsuta,2,"('schuessinsel-suze-2', '2024-1--20')",c,schuessinsel-suze-2,schuessinsel-suze-2,schuessinsel-suze-2,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3709,2020-1--20,laengholz-forest-5,galanthus-nivalis,2,"('laengholz-forest-5', '2020-1--20')",c,laengholz-forest-5,laengholz-forest-5,laengholz-forest-5,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel
3710,2020-1--20,laengholz-forest-5,corydalis-cava,2,"('laengholz-forest-5', '2020-1--20')",c,laengholz-forest-5,laengholz-forest-5,laengholz-forest-5,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel
3711,2020-1--20,laengholz-forest-5,crocus-albiflorus,2,"('laengholz-forest-5', '2020-1--20')",c,laengholz-forest-5,laengholz-forest-5,laengholz-forest-5,LC,LC,LC,Iridaceae,X,X,X,X,X,X,X,X,biel
3712,2020-1--20,laengholz-forest-5,ranunculus-ficaria,2,"('laengholz-forest-5', '2020-1--20')",c,laengholz-forest-5,laengholz-forest-5,laengholz-forest-5,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3713,2012-1--20,mettmoos-field-1,cardamine-hirsuta,2,"('mettmoos-field-1', '2012-1--20')",a,mettmoos-field-1,mettmoos-field-1,mettmoos-field-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3714,2012-1--20,mettmoos-field-1,cornus-mas,2,"('mettmoos-field-1', '2012-1--20')",a,mettmoos-field-1,mettmoos-field-1,mettmoos-field-1,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel
3715,2012-1--20,mettmoos-field-1,stellaria-media,2,"('mettmoos-field-1', '2012-1--20')",a,mettmoos-field-1,mettmoos-field-1,mettmoos-field-1,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel
3716,2012-1--20,mettmoos-field-1,veronica-persica,2,"('mettmoos-field-1', '2012-1--20')",a,mettmoos-field-1,mettmoos-field-1,mettmoos-field-1,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3717,2012-1--20,mettmoos-field-1,bellis-perennis,2,"('mettmoos-field-1', '2012-1--20')",a,mettmoos-field-1,mettmoos-field-1,mettmoos-field-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
