date,place,species,year,loc_date
2021-02-28,vorhoelzli,cornus-mas,2,"('vorhoelzli', '2021-02-28')"
2021-02-28,vorhoelzli,eranthis-hyemalis,2,"('vorhoelzli', '2021-02-28')"
2021-02-23,jaissberg,galanthus-nivalis,2,"('jaissberg', '2021-02-23')"
2021-02-23,jaissberg,hedera,2,"('jaissberg', '2021-02-23')"
2021-02-23,jaissberg,corylus-avellana,2,"('jaissberg', '2021-02-23')"
2021-02-23,jaissberg,tussilago-farfara,2,"('jaissberg', '2021-02-23')"
2021-02-23,jaissberg,petasites-albus,2,"('jaissberg', '2021-02-23')"
2021-02-23,jaissberg,galanthus-nivalis,2,"('jaissberg', '2021-02-23')"
2021-02-23,jaissberg,leucojum-vernum,2,"('jaissberg', '2021-02-23')"
2021-02-23,jaissberg,lamium-maculatum,2,"('jaissberg', '2021-02-23')"
2021-02-23,jaissberg,chrysoplenium-alternifolium,2,"('jaissberg', '2021-02-23')"
2021-02-23,jaissberg,corylus-avellana,2,"('jaissberg', '2021-02-23')"
2021-02-23,laengholz,chrysoplenium-alternifolium,2,"('laengholz', '2021-02-23')"
2021-02-23,laengholz,veronica-persica,2,"('laengholz', '2021-02-23')"
2021-02-08,frinvilier,helleborous-foetidus,2,"('frinvilier', '2021-02-08')"
2021-02-08,frinvilier,corylus-avellana,2,"('frinvilier', '2021-02-08')"
2021-02-04,Nidau-buren,galanthus-nivalis,2,"('Nidau-buren', '2021-02-04')"
2021-02-04,Nidau-buren,eranthis-hyemalis,2,"('Nidau-buren', '2021-02-04')"
2021-02-04,Nidau-buren,corylus-avellana,2,"('Nidau-buren', '2021-02-04')"
2021-02-05,Nidau-buren,crocus-vernus,2,"('Nidau-buren', '2021-02-05')"
2021-02-05,Nidau-buren,galanthus-nivalis,2,"('Nidau-buren', '2021-02-05')"
2021-02-05,Nidau-buren,corylus-avellana,2,"('Nidau-buren', '2021-02-05')"
2021-02-05,Nidau-buren,senecio-vulgaris,2,"('Nidau-buren', '2021-02-05')"
2021-02-05,Nidau-buren,veronica-persica,2,"('Nidau-buren', '2021-02-05')"
2021-02-05,Nidau-buren,crocus-vernus,2,"('Nidau-buren', '2021-02-05')"
2021-02-05,Nidau-buren,senecio-vulgaris,2,"('Nidau-buren', '2021-02-05')"
2021-02-05,Nidau-buren,veronica-persica,2,"('Nidau-buren', '2021-02-05')"
2021-02-05,Nidau-buren,corylus-avellana,2,"('Nidau-buren', '2021-02-05')"
2021-02-05,Nidau-buren,galanthus-nivalis,2,"('Nidau-buren', '2021-02-05')"
2021-02-05,Nidau-buren,leucojum-vernum,2,"('Nidau-buren', '2021-02-05')"
2021-02-05,Nidau-buren,veronica-persica,2,"('Nidau-buren', '2021-02-05')"
2021-02-24,fuchsenried,corylus-avellana,2,"('fuchsenried', '2021-02-24')"
2021-02-24,fuchsenried,anemone-hepatica,2,"('fuchsenried', '2021-02-24')"
2021-02-24,fuchsenried,helleborous-foetidus,2,"('fuchsenried', '2021-02-24')"
2021-02-24,fuchsenried,taraxacum,2,"('fuchsenried', '2021-02-24')"
2021-02-24,fuchsenried,hedera,2,"('fuchsenried', '2021-02-24')"
2021-02-24,Obem-fuchsenried,anemone-hepatica,2,"('Obem-fuchsenried', '2021-02-24')"
2021-02-24,Obem-fuchsenried,hedera,2,"('Obem-fuchsenried', '2021-02-24')"
2021-02-24,Obem-fuchsenried,anemone-hepatica,2,"('Obem-fuchsenried', '2021-02-24')"
2021-02-24,Obem-fuchsenried,hedera,2,"('Obem-fuchsenried', '2021-02-24')"
2021-02-27,laengholz,galanthus-nivalis,2,"('laengholz', '2021-02-27')"
2021-02-27,laengholz,corylus-avellana,2,"('laengholz', '2021-02-27')"
2021-02-27,laengholz,crocus-vernus,2,"('laengholz', '2021-02-27')"
2021-02-27,laengholz,galanthus-nivalis,2,"('laengholz', '2021-02-27')"
2021-02-27,laengholz,corydalis-cava,2,"('laengholz', '2021-02-27')"
2021-02-22,sonnenfeld,cornus-mas,2,"('sonnenfeld', '2021-02-22')"
2021-02-22,Parc-renfer,berberis-aquifolium,2,"('Parc-renfer', '2021-02-22')"
2021-02-22,Parc-renfer,senecio-vulgaris,2,"('Parc-renfer', '2021-02-22')"
2021-02-22,Parc-renfer,erophila-verna,2,"('Parc-renfer', '2021-02-22')"
2021-02-22,Parc-renfer,stellaria-media,2,"('Parc-renfer', '2021-02-22')"
2021-02-22,Parc-renfer,cardamine-hirsuta,2,"('Parc-renfer', '2021-02-22')"
2021-02-22,Parc-renfer,veronica-hederifolia,2,"('Parc-renfer', '2021-02-22')"
2021-02-22,Parc-renfer,capsella-bursa-pastoris,2,"('Parc-renfer', '2021-02-22')"
2021-02-22,buerenstrasse,capsella-bursa-pastoris,2,"('buerenstrasse', '2021-02-22')"
2021-02-22,buerenstrasse,tussilago-farfara,2,"('buerenstrasse', '2021-02-22')"
2021-02-22,buerenstrasse,senecio-vulgaris,2,"('buerenstrasse', '2021-02-22')"
2021-02-09,holunderweg,senecio-vulgaris,2,"('holunderweg', '2021-02-09')"
2021-02-09,holunderweg,senecio-vulgaris,2,"('holunderweg', '2021-02-09')"
2021-02-05,schneidergaessli,primula-acaulis,2,"('schneidergaessli', '2021-02-05')"
2021-02-05,schneidergaessli,bellis-perennis,2,"('schneidergaessli', '2021-02-05')"
2021-02-05,schneidergaessli,hedera,2,"('schneidergaessli', '2021-02-05')"
2021-02-05,schneidergaessli,viburnum-farreri,2,"('schneidergaessli', '2021-02-05')"
2021-02-01,bahnweg,bellis-perennis,2,"('bahnweg', '2021-02-01')"
2021-02-01,bahnweg,bellis-perennis,2,"('bahnweg', '2021-02-01')"
2021-02-01,bahnweg,primula-acaulis,2,"('bahnweg', '2021-02-01')"
2021-02-01,bahnweg,corylus-avellana,2,"('bahnweg', '2021-02-01')"
2021-02-01,bahnweg,corylus-avellana,2,"('bahnweg', '2021-02-01')"
2021-02-01,bahnweg,corylus-avellana,2,"('bahnweg', '2021-02-01')"
2021-02-01,bahnweg,corylus-avellana,2,"('bahnweg', '2021-02-01')"
2021-02-09,schleusenweg,lamium-maculatum,2,"('schleusenweg', '2021-02-09')"
2021-02-09,schleusenweg,cardamine-flexuosa,2,"('schleusenweg', '2021-02-09')"
2021-02-09,schleusenweg,cardamine-flexuosa,2,"('schleusenweg', '2021-02-09')"
2021-02-09,schleusenweg,cardamine-flexuosa,2,"('schleusenweg', '2021-02-09')"
2021-03-14,schleusenweg,cardamine-hirsuta,2,"('schleusenweg', '2021-03-14')"
2021-03-14,schleusenweg,ranunculus-ficaria,2,"('schleusenweg', '2021-03-14')"
2021-03-14,schleusenweg,veronica-hederifolia,2,"('schleusenweg', '2021-03-14')"
2021-02-11,buerenstrasse,crocus-vernus,2,"('buerenstrasse', '2021-02-11')"
2021-02-11,buerenstrasse,galanthus-nivalis,2,"('buerenstrasse', '2021-02-11')"
2021-02-11,buerenstrasse,senecio-vulgaris,2,"('buerenstrasse', '2021-02-11')"
2021-02-11,buerenstrasse,hedera,2,"('buerenstrasse', '2021-02-11')"
2021-02-21,schuessinsel,tussilago-farfara,2,"('schuessinsel', '2021-02-21')"
2021-02-21,schuessinsel,veronica-persica,2,"('schuessinsel', '2021-02-21')"
2021-02-21,schuessinsel,bellis-perennis,2,"('schuessinsel', '2021-02-21')"
2021-02-22,schuessinsel,bellis-perennis,2,"('schuessinsel', '2021-02-22')"
2021-02-22,schuessinsel,tussilago-farfara,2,"('schuessinsel', '2021-02-22')"
2021-02-22,schuessinsel,veronica-persica,2,"('schuessinsel', '2021-02-22')"
2021-02-22,schuessinsel,bellis-perennis,2,"('schuessinsel', '2021-02-22')"
2021-02-22,schuessinsel,cornus-mas,2,"('schuessinsel', '2021-02-22')"
2021-02-22,schuessinsel,petasites-hybridus,2,"('schuessinsel', '2021-02-22')"
2021-02-22,schuessinsel,bellis-perennis,2,"('schuessinsel', '2021-02-22')"
2021-02-22,schuessinsel,veronica-persica,2,"('schuessinsel', '2021-02-22')"
2021-02-24,schuessinsel,veronica-persica,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,tussilago-farfara,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,cardamine-hirsuta,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,cardamine-flexuosa,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,erophila-verna,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,veronica-persica,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,tussilago-farfara,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,cardamine-hirsuta,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,cardamine-flexuosa,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,cornus-mas,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,tussilago-farfara,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,veronica-persica,2,"('schuessinsel', '2021-02-24')"
2021-02-24,schuessinsel,cardamine-hirsuta,2,"('schuessinsel', '2021-02-24')"
2021-03-20,laengholz,galanthus-nivalis,2,"('laengholz', '2021-03-20')"
2021-03-20,laengholz,corydalis-cava,2,"('laengholz', '2021-03-20')"
2021-03-20,laengholz,crocus-vernus,2,"('laengholz', '2021-03-20')"
2021-03-20,laengholz,ranunculus-ficaria,2,"('laengholz', '2021-03-20')"
2021-03-12,mettmoos,cardamine-hirsuta,2,"('mettmoos', '2021-03-12')"
2021-03-12,mettmoos,cornus-mas,2,"('mettmoos', '2021-03-12')"
2021-03-12,mettmoos,stellaria-media,2,"('mettmoos', '2021-03-12')"
2021-03-12,mettmoos,veronica-persica,2,"('mettmoos', '2021-03-12')"
2021-03-12,mettmoos,bellis-perennis,2,"('mettmoos', '2021-03-12')"
2021-03-12,mettmoos,lamium-purpureum,2,"('mettmoos', '2021-03-12')"
2021-03-12,mettmoos,cardamine-flexuosa,2,"('mettmoos', '2021-03-12')"
2021-03-12,mettmoos,erophila-verna,2,"('mettmoos', '2021-03-12')"
2021-03-12,mettmoos,salix-caprea,2,"('mettmoos', '2021-03-12')"
2021-03-12,mettmoos,primula-acaulis,2,"('mettmoos', '2021-03-12')"
2021-03-12,laengholz,anemone-nemorosa,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,ranunculus-ficaria,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,tussilago-farfara,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,veronica-persica,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,veronica-hederifolia,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,stellaria-media,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,lamium-purpureum,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,capsella-bursa-pastoris,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,cardamine-hirsuta,2,"('laengholz', '2021-03-12')"
2021-03-12,neumatt,glechoma-hederacea,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,veronica-persica,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,tussilago-farfara,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,tussilago-farfara,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,veronica-persica,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,lamium-purpureum,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,capsella-bursa-pastoris,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,cardamine-hirsuta,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,tussilago-farfara,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,veronica-persica,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,lamium-purpureum,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,capsella-bursa-pastoris,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,cardamine-hirsuta,2,"('neumatt', '2021-03-12')"
2021-03-12,neumatt,salix-caprea,2,"('neumatt', '2021-03-12')"
2021-03-12,laengholz,cornus-mas,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,ranunculus-ficaria,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,viola-odorata,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,anemone-nemorosa,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,corydalis-cava,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,cardamine-hirsuta,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,anemone-nemorosa,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,corydalis-cava,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,ranunculus-ficaria,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,cardamine-flexuosa,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,salix-caprea,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,salix-caprea,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,anemone-nemorosa,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,corydalis-cava,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,ranunculus-ficaria,2,"('laengholz', '2021-03-12')"
2021-03-12,laengholz,cardamine-hirsuta,2,"('laengholz', '2021-03-12')"
2021-03-12,vorhoelzli,primula-elatior,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,ranunculus-ficaria,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,veronica-hederifolia,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,anemone-nemorosa,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,potentilla-sterilis,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,salix-caprea,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,tussilago-farfara,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,veronica-persica,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,pulmonaria-obscura,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,tussilago-farfara,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,potentilla-sterilis,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,anemone-nemorosa,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,salix-caprea,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,ranunculus-ficaria,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,veronica-persica,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,tussilago-farfara,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,veronica-hederifolia,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,anemone-nemorosa,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,tussilago-farfara,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,salix-caprea,2,"('vorhoelzli', '2021-03-12')"
2021-03-12,vorhoelzli,salix-caprea,2,"('vorhoelzli', '2021-03-12')"
2021-03-18,zuerichstrasse,tussilago-farfara,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,zuerichstrasse,cornus-mas,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,zuerichstrasse,glechoma-hederacea,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,zuerichstrasse,ranunculus-ficaria,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,zuerichstrasse,veronica-persica,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,zuerichstrasse,veronica-hederifolia,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,zuerichstrasse,cardamine-hirsuta,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,zuerichstrasse,erophila-verna,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,zuerichstrasse,lamium-purpureum,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,zuerichstrasse,salix-caprea,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,zuerichstrasse,primula-acaulis,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,zuerichstrasse,alnus-glutinosa,2,"('zuerichstrasse', '2021-03-18')"
2021-03-18,bifangmattenweg,tussilago-farfara,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,cornus-mas,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,glechoma-hederacea,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,ranunculus-ficaria,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,veronica-persica,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,veronica-hederifolia,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,cardamine-hirsuta,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,erophila-verna,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,lamium-purpureum,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,salix-caprea,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,primula-acaulis,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,pulmonaria-obscura,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,anemone-nemorosa,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,lamium-purpureum,2,"('bifangmattenweg', '2021-03-18')"
2021-03-18,bifangmattenweg,salix-caprea,2,"('bifangmattenweg', '2021-03-18')"
2021-03-16,Nidau-buren,ranunculus-ficaria,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,cornus-mas,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,cardamine-hirsuta,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,veronica-persica,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,lamium-purpureum,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,glechoma-hederacea,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,ranunculus-ficaria,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,cornus-mas,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,cardamine-hirsuta,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,veronica-persica,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,lamium-purpureum,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,glechoma-hederacea,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,galanthus-nivalis,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,viola-odorata,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,primula-acaulis,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,viola-alba,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,cardamine-hirsuta,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,veronica-persica,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,lamium-purpureum,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,glechoma-hederacea,2,"('Nidau-buren', '2021-03-16')"
2021-03-16,Nidau-buren,ranunculus-ficaria,2,"('Nidau-buren', '2021-03-16')"
2021-03-04,mandschurei,euphorbia-helioscopa,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,lamium-purpureum,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,veronica-persica,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,corylus-avellana,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,alnus-glutinosa,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,galanthus-nivalis,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,corylus-avellana,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,alnus-glutinosa,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,galanthus-nivalis,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,tussilago-farfara,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,cornus-mas,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,alnus-glutinosa,2,"('mandschurei', '2021-03-04')"
2021-03-04,mandschurei,corylus-avellana,2,"('mandschurei', '2021-03-04')"
2021-03-04,mueligrien,veronica-persica,2,"('mueligrien', '2021-03-04')"
2021-03-04,mueligrien,lamium-purpureum,2,"('mueligrien', '2021-03-04')"
2021-03-04,mueligrien,corylus-avellana,2,"('mueligrien', '2021-03-04')"
2021-03-04,mueligrien,hedera,2,"('mueligrien', '2021-03-04')"
2021-03-04,lyssbach,hedera,2,"('lyssbach', '2021-03-04')"
2021-03-04,lyssbach,galanthus-nivalis,2,"('lyssbach', '2021-03-04')"
2021-03-04,lyssbach,alnus-glutinosa,2,"('lyssbach', '2021-03-04')"
2021-03-04,lyssbach,corylus-avellana,2,"('lyssbach', '2021-03-04')"
2021-03-04,lyssbach,tussilago-farfara,2,"('lyssbach', '2021-03-04')"
2021-03-04,lyssbach,corylus-avellana,2,"('lyssbach', '2021-03-04')"
2021-03-04,lyssbach,hedera,2,"('lyssbach', '2021-03-04')"
2021-03-05,austrasse,pulmonaria-officinalis,2,"('austrasse', '2021-03-05')"
2021-03-05,austrasse,veronica-persica,2,"('austrasse', '2021-03-05')"
2021-03-05,austrasse,ranunculus-ficaria,2,"('austrasse', '2021-03-05')"
2021-03-05,austrasse,rubus,2,"('austrasse', '2021-03-05')"
2021-03-05,austrasse,hedera,2,"('austrasse', '2021-03-05')"
2021-03-05,austrasse,hedera,2,"('austrasse', '2021-03-05')"
2021-03-05,austrasse,scilla-bifolia,2,"('austrasse', '2021-03-05')"
2021-03-05,austrasse,allium-ursinum,2,"('austrasse', '2021-03-05')"
2021-03-05,austrasse,scilla-bifolia,2,"('austrasse', '2021-03-05')"
2021-03-05,austrasse,primula-elatior,2,"('austrasse', '2021-03-05')"
2021-03-05,austrasse,hedera,2,"('austrasse', '2021-03-05')"
2021-03-05,pfeidli,cornus-mas,2,"('pfeidli', '2021-03-05')"
2021-03-05,pfeidli,galanthus-nivalis,2,"('pfeidli', '2021-03-05')"
2021-03-05,pfeidli,primula-acaulis,2,"('pfeidli', '2021-03-05')"
2021-03-05,pfeidli,veronica-persica,2,"('pfeidli', '2021-03-05')"
2021-03-05,pfeidli,ranunculus-ficaria,2,"('pfeidli', '2021-03-05')"
2021-03-05,pfeidli,anemone-nemorosa,2,"('pfeidli', '2021-03-05')"
2021-03-05,pfeidli,anemone-nemorosa,2,"('pfeidli', '2021-03-05')"
2021-03-05,pfeidli,ranunculus-ficaria,2,"('pfeidli', '2021-03-05')"
2021-03-05,pfeidli,hedera,2,"('pfeidli', '2021-03-05')"
2021-03-25,Mooswaeldli,hedera,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,anemone-nemorosa,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,ranunculus-ficaria,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,senecio-vulgaris,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,bellis-perennis,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,veronica-persica,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,cardamine-hirsuta,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,cardamine-flexuosa,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,capsella-bursa-pastoris,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,ranunculus-ficaria,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,senecio-vulgaris,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,rubus,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,salix-caprea,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,cornus-mas,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,erophila-verna,2,"('Mooswaeldli', '2021-03-25')"
2021-03-25,Mooswaeldli,hedera,2,"('Mooswaeldli', '2021-03-25')"
2021-03-20,buerenstrasse,primula-acaulis,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,galanthus-nivalis,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,crocus-vernus,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,salix,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,rubus,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,hedera,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,narcissus-jonquilla,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,viola-odorata,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,bellis-perennis,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,erophila-verna,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,veronica-persica,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,cardamine-hirsuta,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,primula-acaule,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,hedera,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,rubus,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,corylus-avellana,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,prunus-subhirtella,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,bellis-perennis,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,lamium-purpureum,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,veronica-persica,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,erophila-verna,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,rubus,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,hedera,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,hedera,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,rubus,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,bellis-perennis,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,lamium-purpureum,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,capsella-bursa-pastoris,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,prunus-subhirtella,2,"('buerenstrasse', '2021-03-20')"
2021-03-20,buerenstrasse,cornus-mas,2,"('buerenstrasse', '2021-03-20')"
2021-03-01,schuessinsel,cornus-mas,2,"('schuessinsel', '2021-03-01')"
2021-03-01,schuessinsel,tussilago-farfara,2,"('schuessinsel', '2021-03-01')"
2021-03-01,schuessinsel,bellis-perennis,2,"('schuessinsel', '2021-03-01')"
