date,place,species,year,loc_date
2021-04-03,zukunftstrasse,prunus-avium,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,narcissus-jonquillium,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,narcissus-jonquillium,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,narcissus-jonquillium,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,narcissus-jonquillium,2,"('zukunftstrasse', '2021-04-03')"
2021-04-05,zukunftstrasse,narcissus-jonquillium,2,"('zukunftstrasse', '2021-04-05')"
2021-04-05,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-05')"
2021-04-05,zukunftstrasse,prunus-avium,2,"('zukunftstrasse', '2021-04-05')"
2021-04-05,zukunftstrasse,quercus-suber,2,"('zukunftstrasse', '2021-04-05')"
2021-04-05,zukunftstrasse,narcissus-jonquillium,2,"('zukunftstrasse', '2021-04-05')"
2021-04-05,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-05')"
2021-04-05,zukunftstrasse,narcissus-jonquillium,2,"('zukunftstrasse', '2021-04-05')"
2021-04-05,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-05')"
2021-04-05,zukunftstrasse,capsella-bursa-pastoris,2,"('zukunftstrasse', '2021-04-05')"
2021-04-05,zukunftstrasse,cardamine-hirsuta,2,"('zukunftstrasse', '2021-04-05')"
2021-04-05,schneidergaessli,lamium-purpureum,2,"('schneidergaessli', '2021-04-05')"
2021-04-05,schneidergaessli,ranunculus-ficaria,2,"('schneidergaessli', '2021-04-05')"
2021-04-05,schneidergaessli,glechoma-hederacea,2,"('schneidergaessli', '2021-04-05')"
2021-04-05,schneidergaessli,veronica-hederifolia,2,"('schneidergaessli', '2021-04-05')"
2021-04-05,schneidergaessli,corydalus-cava,2,"('schneidergaessli', '2021-04-05')"
2021-04-05,schneidergaessli,senecio-vulgaris,2,"('schneidergaessli', '2021-04-05')"
2021-04-05,schneidergaessli,cardamine-flexuosa,2,"('schneidergaessli', '2021-04-05')"
2021-04-05,schneidergaessli,cornus-mas,2,"('schneidergaessli', '2021-04-05')"
2021-04-05,schneidergaessli,salix,2,"('schneidergaessli', '2021-04-05')"
2021-04-04,Blumenrain,corydalus-cava,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,anemone-nemorosa,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,bellis-perennis,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,forsythia,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,viola-odorata,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,veronica-hederifolia,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,potentilla-sterilis,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,primula-acaulis,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,veronica-persica,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,narcissus-pseuonarcissus,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,prunus-laurocerasus,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,cardamine-flexuosa,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,brunnera-macrophylla,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,taraxacum-officinale,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,berberis-aquifolium,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,ranunculus-ficaria,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,cardamine-pratensis,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,berberis-julianae,2,"('Blumenrain', '2021-04-04')"
2021-04-05,Blumenrain,tussilago-farfara,2,"('Blumenrain', '2021-04-05')"
2021-04-05,Blumenrain,taraxacum-officinale,2,"('Blumenrain', '2021-04-05')"
2021-04-05,Blumenrain,erophila-verna,2,"('Blumenrain', '2021-04-05')"
2021-04-06,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-06')"
2021-04-06,zukunftstrasse,quercus-suber,2,"('zukunftstrasse', '2021-04-06')"
2021-04-06,zukunftstrasse,prunus-avium,2,"('zukunftstrasse', '2021-04-06')"
2021-04-06,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-06')"
2021-04-06,zukunftstrasse,quercus-suber,2,"('zukunftstrasse', '2021-04-06')"
2021-04-06,zukunftstrasse,prunus-avium,2,"('zukunftstrasse', '2021-04-06')"
2021-04-06,Kongresshaus,mahonia-aquifolium,2,"('Kongresshaus', '2021-04-06')"
2021-04-06,Kongresshaus,mahonia-aquifolium,2,"('Kongresshaus', '2021-04-06')"
2021-04-06,Kongresshaus,lamium-purpureum,2,"('Kongresshaus', '2021-04-06')"
2021-04-06,Kongresshaus,glechoma-hederacea,2,"('Kongresshaus', '2021-04-06')"
2021-04-06,Kongresshaus,erophila-verna,2,"('Kongresshaus', '2021-04-06')"
2021-04-06,Kongresshaus,cardamine-flexuosa,2,"('Kongresshaus', '2021-04-06')"
2021-04-06,Kongresshaus,taraxacum-officinale,2,"('Kongresshaus', '2021-04-06')"
2021-04-06,Kongresshaus,viola-odorata,2,"('Kongresshaus', '2021-04-06')"
2021-04-04,Blumenrain,medicato-lupulina,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,erophila-verna,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,senecio-vulgaris,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,muscari-neglectum,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,taraxacum-officinale,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,primula-acaulis,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,glechoma-hederacea,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,vinca-minor,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,prunus-spinosa,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,veronica-persica,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,salix-caprea,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,ranunculus-acris,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,cardamine-flexuosa,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,lamium-purpureum,2,"('Blumenrain', '2021-04-04')"
2021-04-04,Blumenrain,capsella-bursa-pastoris,2,"('Blumenrain', '2021-04-04')"
2021-04-03,Bermenstrasse,erodium-cicutarium,2,"('Bermenstrasse', '2021-04-03')"
2021-04-03,Bermenstrasse,scilla-bifolia,2,"('Bermenstrasse', '2021-04-03')"
2021-04-03,Bermenstrasse,cardamine-flexuosa,2,"('Bermenstrasse', '2021-04-03')"
2021-04-03,Bermenstrasse,bellis-perennis,2,"('Bermenstrasse', '2021-04-03')"
2021-04-03,Bermenstrasse,veronica-filliformis,2,"('Bermenstrasse', '2021-04-03')"
2021-04-04,Alleestrasse,lamium-purpureum,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,taraxacum-officinale,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,glechoma-hederacea,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,ranunculus-acris,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,veronica-hederifolia,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,equisetum-arvense,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,cardamine-flexuosa,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,capsella-bursa-pastoris,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,equisetum-arvense,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,senecio-vulgaris,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,glechoma-hederacea,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,tussilago-farfara,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,cardamine-flexuosa,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,viola-odorata,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,taraxacum-officinale,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,veronica-hederifolia,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,cardamine-flexuosa,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,erophila-verna,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alleestrasse,ranunculus-acris,2,"('Alleestrasse', '2021-04-04')"
2021-04-04,Alfred-aebi-strasse,veronica-hederifolia,2,"('Alfred-aebi-strasse', '2021-04-04')"
2021-04-04,Alfred-aebi-strasse,mahonia-aquifolium,2,"('Alfred-aebi-strasse', '2021-04-04')"
2021-04-04,Alfred-aebi-strasse,mahonia-aquifolium,2,"('Alfred-aebi-strasse', '2021-04-04')"
2021-04-04,Alfred-aebi-strasse,taraxacum-officinale,2,"('Alfred-aebi-strasse', '2021-04-04')"
2021-04-04,Alfred-aebi-strasse,veronica-hederifolia,2,"('Alfred-aebi-strasse', '2021-04-04')"
2021-04-05,Portplatz,glechoma-hederacea,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,taraxacum-officinale,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,bellis-perennis,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,stellaria-media,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,erophila-verna,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,veronica-filliformis,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,hyacinthus-orientalis,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,narcissus-poeticus,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,narcissus-pseuonarcissus,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,narcissus-tazetta,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,narcissus-pseuonarcissus,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,cardamine-hirsuta,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,bellis-perennis,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,capsella-bursa-pastoris,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,ranunculus-ficaria,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,viola-odorata,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,scilla-bifolia,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,lamium-purpureum,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,muscari-neglectum,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,fritillaria-imperialis,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,taraxacum-officinale,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,erophila-verna,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,forsythia,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,viola-odorata,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,muscari-neglectum,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,vinca-minor,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,corydalus-cava,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,viola-odorata,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,mahonia-aquifolium,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,primula-acaulis,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,scilla-bifolia,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,thuja-occidentalis,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,veronica-hederifolia,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,cardamine-flexuosa,2,"('Portplatz', '2021-04-05')"
2021-04-05,Portplatz,erophila-verna,2,"('Portplatz', '2021-04-05')"
2021-04-04,Madretschstrasse,mahonia-aquifolium,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,veronica-hederifolia,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,ranunculus-ficaria,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,taraxacum-officinale,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,mahonia-aquifolium,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,senecio-vulgaris,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,cardamine-hirsuta,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,veronica-hederifolia,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,mahonia-aquifolium,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,veronica-hederifolia,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,taraxacum-officinale,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,erophila-verna,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,stellaria-media,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,veronica-persica,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,capsella-bursa-pastoris,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,cardamine-flexuosa,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,ranunculus-ficaria,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,silene-dioica,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,silene-dioica,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,taraxacum-officinale,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,stellaria-media,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,veronica-hederifolia,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,cardamine-flexuosa,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,capsella-bursa-pastoris,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,veronica-persica,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,lamium-purpureum,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,cardamine-flexuosa,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,ranunculus-ficaria,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,silene-dioica,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,stellaria-media,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,senecio-vulgaris,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,mahonia-aquifolium,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,veronica-hederifolia,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,taraxacum-officinale,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,spiraea-trilobata,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,mahonia-aquifolium,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,viburnum-farreri,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,taraxacum-officinale,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Madretschstrasse,prunus-cerasifera,2,"('Madretschstrasse', '2021-04-04')"
2021-04-04,Lindenweg,taraxacum-officinale,2,"('Lindenweg', '2021-04-04')"
2021-04-04,Lindenweg,muscari-neglectum,2,"('Lindenweg', '2021-04-04')"
2021-04-04,Lindenweg,senecio-vulgaris,2,"('Lindenweg', '2021-04-04')"
2021-04-04,Lindenweg,viola-hirta,2,"('Lindenweg', '2021-04-04')"
2021-04-04,Lindenweg,medicago-lupulina,2,"('Lindenweg', '2021-04-04')"
2021-04-04,Lindenweg,tussilago-farfara,2,"('Lindenweg', '2021-04-04')"
2021-04-04,Lindenweg,veronica-persica,2,"('Lindenweg', '2021-04-04')"
2021-04-04,Rebenweg,ranunculus-ficaria,2,"('Rebenweg', '2021-04-04')"
2021-04-04,Rebenweg,taraxacum-officinale,2,"('Rebenweg', '2021-04-04')"
2021-04-04,Rebenweg,primula-acaulis,2,"('Rebenweg', '2021-04-04')"
2021-04-04,Rebenweg,viola-odorata,2,"('Rebenweg', '2021-04-04')"
2021-04-04,Rebenweg,veronica-persica,2,"('Rebenweg', '2021-04-04')"
2021-04-04,Rebenweg,narcissus-pseuonarcissus,2,"('Rebenweg', '2021-04-04')"
2021-04-04,Rebenweg,forsythia,2,"('Rebenweg', '2021-04-04')"
2021-04-06,Zentralstrasse,syringa-vulgaris,2,"('Zentralstrasse', '2021-04-06')"
2021-04-06,Zentralstrasse,senecio-vulgaris,2,"('Zentralstrasse', '2021-04-06')"
2021-04-06,Zentralstrasse,leucojum-aestivum,2,"('Zentralstrasse', '2021-04-06')"
2021-04-06,Zentralstrasse,veronica-hederifolia,2,"('Zentralstrasse', '2021-04-06')"
2021-04-06,Zentralstrasse,cardamine-flexuosa,2,"('Zentralstrasse', '2021-04-06')"
2021-04-06,Zentralstrasse,myosotis-arvensis,2,"('Zentralstrasse', '2021-04-06')"
2021-04-06,Zentralstrasse,lamium-purpureum,2,"('Zentralstrasse', '2021-04-06')"
2021-04-06,Zentralstrasse,ranunculus-auricomus,2,"('Zentralstrasse', '2021-04-06')"
2021-04-06,Zentralstrasse,salix,2,"('Zentralstrasse', '2021-04-06')"
2021-04-06,Bahnweg,bellis-perennis,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,taraxacum-officinale,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,viola-odorata,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,corydalus-cava,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,ranunculus-ficaria,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,cardamine-flexuosa,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,ranunculus-acris,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,veronica-persica,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,primula-acaulis,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,glechoma-hederacea,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,taraxacum-officinale,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,corydalus-cava,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,ranunculus-ficaria,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,glechoma-hederacea,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,veronica-hederifolia,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,ribres-rubrum,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,ilex-aquifolium,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,ranunculus-ficaria,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,taraxacum-officinale,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,glechoma-hederacea,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,viola-odorata,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,veronica-persica,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,bellis-perennis,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,primula-acaulis,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,cardamine-hirsuta,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,hyacinthus-orientalis,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,corydalus-cava,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,ranunculus-auricomus,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,anemone-nemorosa,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,primula-acaulis,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,ranunculus-ficaria,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,taraxacum-officinale,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,viola-hirta,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,narcissus-bulbocodium,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,narcissus,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,viola-odorata,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,ranunculus-ficaria,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,taraxacum-officinale,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,corydalus-cava,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,euphorbia-peplus,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,euphorbia-peplus,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,euphorbia-peplus,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,corydalus-cava,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,ranunculus-ficaria,2,"('Bahnweg', '2021-04-06')"
2021-04-06,Bahnweg,viola-odorata,2,"('Bahnweg', '2021-04-06')"
2021-04-09,Schwanengasse,tussilago-farfara,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,taraxacum-officinale,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,senecio-vulgaris,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,veronica-persica,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,medicago-lupulina,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,narcissus-poeticus,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,ranunculus-acris,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,rapistrum-rugosum,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,glechoma-hederacea,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,tussilago-farfara,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,taraxacum-officinale,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,veronica-persica,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,senecio-vulgaris,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,lamium-purpureum,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,euphorbia-helioscopa,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,narcissus-poeticus,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,capsella-bursa-pastoris,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,cardamine-hirsuta,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,sinapsis-arvensis,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,tussilago-farfara,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,veronica-persica,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,cardamine-hirsuta,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,erophila-verna,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,taraxacum-officinale,2,"('Schwanengasse', '2021-04-09')"
2021-04-09,Schwanengasse,muscari-neglectum,2,"('Schwanengasse', '2021-04-09')"
